Référence;Désignation;Sous catégorie;Fabriquant ;commentaire ;Prix d'achat;Fournisseur
98148;Lame scie sauteuse MB 108 2 HSS (5);HILTI;HILTI;ref fab2154885;15;LA PLATEFORME DU BÂTIMENT SIEGE
98138;Lame scie sauteuse MB 104 1.2 HSS (25);HILTI;HILTI;ref fab2154875;89,3;LA PLATEFORME DU BÂTIMENT SIEGE
101340;Machoires de pressage NPR PS V 28;HILTI;HILTI;ref fab2163312;295;LA PLATEFORME DU BÂTIMENT SIEGE
101346;Machoires de pressage NPR PS U 16;HILTI;HILTI;ref fab2163303;261;LA PLATEFORME DU BÂTIMENT SIEGE
102012;Lifting loop Peikko TLL RD42;HILTI;HILTI;ref fab2036516;113,6;LA PLATEFORME DU BÂTIMENT SIEGE
101327;Machoires de pressage NPR PM TH 16;HILTI;HILTI;ref fab2163325;261;LA PLATEFORME DU BÂTIMENT SIEGE
101328;Machoires de pressage NPR PM TH 18;HILTI;HILTI;ref fab2163326;275;LA PLATEFORME DU BÂTIMENT SIEGE
101329;Machoires de pressage NPR PM TH 20;HILTI;HILTI;ref fab2163327;281;LA PLATEFORME DU BÂTIMENT SIEGE
101330;Machoires de pressage NPR PM TH 25;HILTI;HILTI;ref fab2163328;287;LA PLATEFORME DU BÂTIMENT SIEGE
101077;Couronne BR 102/450 SP-L;HILTI;HILTI;ref fab2188612;321;LA PLATEFORME DU BÂTIMENT SIEGE
101081;X-Fût BL 132/430-X;HILTI;HILTI;ref fab2188692;379;LA PLATEFORME DU BÂTIMENT SIEGE
101076;Couronne BI 132/450 SP-L;HILTI;HILTI;ref fab2188515;415;LA PLATEFORME DU BÂTIMENT SIEGE
102010;Montant de perceuse DD-ST 120 SFM;HILTI;HILTI;ref fab2203158;855,99;LA PLATEFORME DU BÂTIMENT SIEGE
101082;X-Fût BL 152/430-X;HILTI;HILTI;ref fab2188694;435;LA PLATEFORME DU BÂTIMENT SIEGE
101083;X-Ring 82 SPX-H;HILTI;HILTI;ref fab2113313;123;LA PLATEFORME DU BÂTIMENT SIEGE
101061;Cire de recharge HEX 20/50 MP6 - 6 pièces;HILTI;HILTI;ref fab2232940;20,22;LA PLATEFORME DU BÂTIMENT SIEGE
101062;Couronne BL 122/450 SP-H abras.;HILTI;HILTI;ref fab2175183;307;LA PLATEFORME DU BÂTIMENT SIEGE
101320;Machoires de pressage NPR PM U 16;HILTI;HILTI;ref fab2163331;261;LA PLATEFORME DU BÂTIMENT SIEGE
101072;Couronne BI 67/450 SP-L;HILTI;HILTI;ref fab2188505;213;LA PLATEFORME DU BÂTIMENT SIEGE
101071;Couronne BI 132/320 SP-L;HILTI;HILTI;ref fab2188501;331;LA PLATEFORME DU BÂTIMENT SIEGE
101058;Cire de recharge HEX 10/50 MP20 - 20 pièces;HILTI;HILTI;ref fab2232937;58,4;LA PLATEFORME DU BÂTIMENT SIEGE
101074;Couronne BI 102/450 SP-L;HILTI;HILTI;ref fab2188511;321;LA PLATEFORME DU BÂTIMENT SIEGE
101310;Machoires de pressage NPR PM V 12;HILTI;HILTI;ref fab2168633;247;LA PLATEFORME DU BÂTIMENT SIEGE
102026;Lame de scie sabre SPX 45 2 tuile;HILTI;HILTI;ref fab2165377;93,5;LA PLATEFORME DU BÂTIMENT SIEGE
101271;Machoires de pressage NPR PS M 15;HILTI;HILTI;ref fab2163153;222;LA PLATEFORME DU BÂTIMENT SIEGE
101270;Mèche hélicoïdale HSS-R 5.0x86mm MP10;HILTI;HILTI;ref fab2170665;17,7;LA PLATEFORME DU BÂTIMENT SIEGE
101269;Mèche hélicoïdale HSS-R 4.75x80mm MP10;HILTI;HILTI;ref fab2170664;17,7;LA PLATEFORME DU BÂTIMENT SIEGE
101268;Mèche hélicoïdale HSS-R 4.5x80mm MP10;HILTI;HILTI;ref fab2170663;17,3;LA PLATEFORME DU BÂTIMENT SIEGE
101057;Kit SIW 22A 2x5.2Ah Chargeur;HILTI;HILTI;ref fab3566141;1437;LA PLATEFORME DU BÂTIMENT SIEGE
101267;Mèche hélicoïdale HSS-R 4.2x75mm MP10;HILTI;HILTI;ref fab2170662;17,3;LA PLATEFORME DU BÂTIMENT SIEGE
101266;Mèche hélicoïdale HSS-R 4.1x75mm MP10;HILTI;HILTI;ref fab2170661;17,3;LA PLATEFORME DU BÂTIMENT SIEGE
101265;Mèche hélicoïdale HSS-R 4.0x75mm MP10;HILTI;HILTI;ref fab2170660;14,5;LA PLATEFORME DU BÂTIMENT SIEGE
101264;Mèche hélicoïdale HSS-R 3.75x70mm MP10;HILTI;HILTI;ref fab2170629;14,5;LA PLATEFORME DU BÂTIMENT SIEGE
101263;Mèche hélicoïdale HSS-R 3.5x70mm MP10;HILTI;HILTI;ref fab2170628;14,5;LA PLATEFORME DU BÂTIMENT SIEGE
101323;Machoires de pressage NPR PM U 25;HILTI;HILTI;ref fab2163334;287;LA PLATEFORME DU BÂTIMENT SIEGE
101339;Machoires de pressage NPR PS V 22;HILTI;HILTI;ref fab2163311;287;LA PLATEFORME DU BÂTIMENT SIEGE
102027;Clou pour béton X-P 22 MX;HILTI;HILTI;ref fab2150380;45,5;LA PLATEFORME DU BÂTIMENT SIEGE
101331;Machoires de pressage NPR PM TH 26;HILTI;HILTI;ref fab2207518;287;LA PLATEFORME DU BÂTIMENT SIEGE
102025;Mèche Kwik TX-C 5/10B;HILTI;HILTI;ref fab2178329;75,5;LA PLATEFORME DU BÂTIMENT SIEGE
102024;Mallette à outils TE 300-A36;HILTI;HILTI;ref fab2200071;63,2;LA PLATEFORME DU BÂTIMENT SIEGE
102023;Mallette à outils TE 4-A22 + DRS vide;HILTI;HILTI;ref fab2213162;142;LA PLATEFORME DU BÂTIMENT SIEGE
102022;Coffret PR 3-HVSG A12;HILTI;HILTI;ref fab2155753;130;LA PLATEFORME DU BÂTIMENT SIEGE
102020;Mèche de forage TE-CX 10/125;HILTI;HILTI;ref fab2131029;219;LA PLATEFORME DU BÂTIMENT SIEGE
102019;Bande perforée LBK18;HILTI;HILTI;ref fab2204336;547;LA PLATEFORME DU BÂTIMENT SIEGE
101276;Machoires de pressage NPR PM M 15 mini;HILTI;HILTI;ref fab2163320;261;LA PLATEFORME DU BÂTIMENT SIEGE
101262;Mèche hélicoïdale HSS-R 3.3x65mm MP10;HILTI;HILTI;ref fab2170627;14,5;LA PLATEFORME DU BÂTIMENT SIEGE
101261;Mèche hélicoïdale HSS-R 3.2x65mm MP10;HILTI;HILTI;ref fab2170626;14,5;LA PLATEFORME DU BÂTIMENT SIEGE
101341;Machoires de pressage NPR PS V 35;HILTI;HILTI;ref fab2163313;319;LA PLATEFORME DU BÂTIMENT SIEGE
101314;Machoires de pressage NPR PM V 18;HILTI;HILTI;ref fab2163338;275;LA PLATEFORME DU BÂTIMENT SIEGE
101324;Machoires de pressage NPR PM U 32;HILTI;HILTI;ref fab2163335;295;LA PLATEFORME DU BÂTIMENT SIEGE
101315;Machoires de pressage NPR PM V 22;HILTI;HILTI;ref fab2163339;287;LA PLATEFORME DU BÂTIMENT SIEGE
101342;Machoires de pressage NPR PS V 42;HILTI;HILTI;ref fab2168653;699;LA PLATEFORME DU BÂTIMENT SIEGE
101260;Mèche hélicoïdale HSS-R 3.0x61mm MP10;HILTI;HILTI;ref fab2170625;13,6;LA PLATEFORME DU BÂTIMENT SIEGE
101259;Mèche hélicoïdale HSS-R 2.5x57mm MP10;HILTI;HILTI;ref fab2170624;13,6;LA PLATEFORME DU BÂTIMENT SIEGE
101343;Machoires de pressage NPR PS V 54;HILTI;HILTI;ref fab2163314;699;LA PLATEFORME DU BÂTIMENT SIEGE
101344;Machoires de pressage NPR PS U 12;HILTI;HILTI;ref fab2168638;247;LA PLATEFORME DU BÂTIMENT SIEGE
101299;Mèche hélicoïdale HSS-R 11.0x142mm MP5;HILTI;HILTI;ref fab2170682;38;LA PLATEFORME DU BÂTIMENT SIEGE
101317;Machoires de pressageNPR PM V 35;HILTI;HILTI;ref fab2163341;295;LA PLATEFORME DU BÂTIMENT SIEGE
101287;Mèche hélicoïdale HSS-R 5.7x93mm MP10;HILTI;HILTI;ref fab2170670;48;LA PLATEFORME DU BÂTIMENT SIEGE
101316;Machoires de pressage NPR PM V 28;HILTI;HILTI;ref fab2163340;287;LA PLATEFORME DU BÂTIMENT SIEGE
101297;Mèche hélicoïdale HSS-R 10.0x133mm MP10;HILTI;HILTI;ref fab2170680;64,3;LA PLATEFORME DU BÂTIMENT SIEGE
101356;Machoires de pressage NPR PS TH 25;HILTI;HILTI;ref fab2163189;287;LA PLATEFORME DU BÂTIMENT SIEGE
101296;Mèche hélicoïdale HSS-R 9.5x125mm MP10;HILTI;HILTI;ref fab2170679;54,7;LA PLATEFORME DU BÂTIMENT SIEGE
101295;Mèche hélicoïdale HSS-R 9.0x125mm MP10;HILTI;HILTI;ref fab2170678;54,7;LA PLATEFORME DU BÂTIMENT SIEGE
101294;Mèche hélicoïdale HSS-R 8.5x117mm MP10;HILTI;HILTI;ref fab2170677;50,8;LA PLATEFORME DU BÂTIMENT SIEGE
101318;Machoires de pressage NPR PM U 12;HILTI;HILTI;ref fab2168631;247;LA PLATEFORME DU BÂTIMENT SIEGE
101293;Mèche hélicoïdale HSS-R 8.0x117mm MP10;HILTI;HILTI;ref fab2170676;46,4;LA PLATEFORME DU BÂTIMENT SIEGE
101292;Mèche hélicoïdale HSS-R 7.5x109mm MP10;HILTI;HILTI;ref fab2170675;40,8;LA PLATEFORME DU BÂTIMENT SIEGE
101291;Mèche hélicoïdale HSS-R 7.0x109mm MP10;HILTI;HILTI;ref fab2170674;33,2;LA PLATEFORME DU BÂTIMENT SIEGE
101290;Mèche hélicoïdale HSS-R 6.8x109mm MP10;HILTI;HILTI;ref fab2170673;28,5;LA PLATEFORME DU BÂTIMENT SIEGE
101275;Machoires de pressage NPR PS M 35;HILTI;HILTI;ref fab2163157;280;LA PLATEFORME DU BÂTIMENT SIEGE
101288;Mèche hélicoïdale HSS-R 6.0x93mm MP10;HILTI;HILTI;ref fab2170671;24,7;LA PLATEFORME DU BÂTIMENT SIEGE
101325;Machoires de pressage NPR PM U 40;HILTI;HILTI;ref fab2163336;301;LA PLATEFORME DU BÂTIMENT SIEGE
101286;Mèche hélicoïdale HSS-R 5.5x93mm MP10;HILTI;HILTI;ref fab2170669;20,3;LA PLATEFORME DU BÂTIMENT SIEGE
101285;Mèche hélicoïdale HSS-R 5.25x86mm MP10;HILTI;HILTI;ref fab2170668;20,3;LA PLATEFORME DU BÂTIMENT SIEGE
101284;Mèche hélicoïdale HSS-R 5.2x86mm MP10;HILTI;HILTI;ref fab2170667;17,7;LA PLATEFORME DU BÂTIMENT SIEGE
101334;Machoires de pressage NPR PS V 12;HILTI;HILTI;ref fab2168650;261;LA PLATEFORME DU BÂTIMENT SIEGE
101283;Mèche hélicoïdale HSS-R 5.1x86mm MP10;HILTI;HILTI;ref fab2170666;17,7;LA PLATEFORME DU BÂTIMENT SIEGE
101282;Machoires de pressage NPR PS M 12;HILTI;HILTI;ref fab2168636;247;LA PLATEFORME DU BÂTIMENT SIEGE
101281;Machoires de pressage NPR PM M 12 mini;HILTI;HILTI;ref fab2168559;235;LA PLATEFORME DU BÂTIMENT SIEGE
101335;Machoires de pressage NPR PS V 14;HILTI;HILTI;ref fab2168651;261;LA PLATEFORME DU BÂTIMENT SIEGE
101336;Machoires de pressage NPR PS V 15;HILTI;HILTI;ref fab2163309;261;LA PLATEFORME DU BÂTIMENT SIEGE
101337;Machoires de pressage NPR PS V 16;HILTI;HILTI;ref fab2168652;275;LA PLATEFORME DU BÂTIMENT SIEGE
101338;Machoires de pressage NPR PS V 18;HILTI;HILTI;ref fab2163310;287;LA PLATEFORME DU BÂTIMENT SIEGE
101277;Machoires de pressage NPR PM M 18 mini;HILTI;HILTI;ref fab2163321;245;LA PLATEFORME DU BÂTIMENT SIEGE
101289;Mèche hélicoïdale HSS-R 6.5x101mm MP10;HILTI;HILTI;ref fab2170672;28,5;LA PLATEFORME DU BÂTIMENT SIEGE
101221;Télécommande / capteur laser PRA 30G;HILTI;HILTI;ref fab2181026;322;LA PLATEFORME DU BÂTIMENT SIEGE
101345;Machoires de pressage NPR PS U 14;HILTI;HILTI;ref fab2168639;247;LA PLATEFORME DU BÂTIMENT SIEGE
101215;Récupérateur de poussière SR DRS;HILTI;HILTI;ref fab2183224;11;LA PLATEFORME DU BÂTIMENT SIEGE
101372;Mèche de forage TE-CX 1/4 -6  MP8;HILTI;HILTI;ref fab2025906;451,2;LA PLATEFORME DU BÂTIMENT SIEGE
101370;Kit 10 lunettes de protection;HILTI;HILTI;ref fab3599092;86,83;LA PLATEFORME DU BÂTIMENT SIEGE
101355;Machoires de pressage NPR PS TH 20;HILTI;HILTI;ref fab2163188;281;LA PLATEFORME DU BÂTIMENT SIEGE
101369;Kit HDE 500-A22 CB + B22;HILTI;HILTI;ref fab3596791;1125;LA PLATEFORME DU BÂTIMENT SIEGE
101216;Adaptateur SR CA;HILTI;HILTI;ref fab2183225;279;LA PLATEFORME DU BÂTIMENT SIEGE
101219;Boulonn. choc s/fil SIW 6AT-A22 boî;HILTI;HILTI;ref fab2112535;414;LA PLATEFORME DU BÂTIMENT SIEGE
101255;Câble de puissance POA 114;HILTI;HILTI;ref fab2202193;43,1;LA PLATEFORME DU BÂTIMENT SIEGE
101220;USB cable;HILTI;HILTI;ref fab2126236;12;LA PLATEFORME DU BÂTIMENT SIEGE
101368;Mèche de forage TE-CX 8/61;HILTI;HILTI;ref fab409182;99,9;LA PLATEFORME DU BÂTIMENT SIEGE
101373;Mèche de forage TE-CX 1/4 -6  MP32;HILTI;HILTI;ref fab2025925;800;LA PLATEFORME DU BÂTIMENT SIEGE
101364;Kit SR6 A22+2xB22/5.2+C4;HILTI;HILTI;ref fab3602043;1524,99;LA PLATEFORME DU BÂTIMENT SIEGE
101374;Tronçonneuse thermique DSH 700 -X 35;HILTI;HILTI;ref fab2121347;2240,99;LA PLATEFORME DU BÂTIMENT SIEGE
101227;Kit GX90&30000 clous 70mm;HILTI;HILTI;ref fab3599247;2730,98;LA PLATEFORME DU BÂTIMENT SIEGE
101234;Kit X-C 20 G2 MX (1100) + GC 52 ROW;HILTI;HILTI;ref fab3600592;198;LA PLATEFORME DU BÂTIMENT SIEGE
101237;Kit X-C 39 G2 MX (1100) + GC 52 ROW;HILTI;HILTI;ref fab3600845;198;LA PLATEFORME DU BÂTIMENT SIEGE
101362;Kit SR4 A22+2xB22/5.2+C4;HILTI;HILTI;ref fab3601961;1350;LA PLATEFORME DU BÂTIMENT SIEGE
101252;Scie sabre sans fil SR 4-A22 boî;HILTI;HILTI;ref fab2199762;345;LA PLATEFORME DU BÂTIMENT SIEGE
101359;Machoires de pressage NPR PS TH 50;HILTI;HILTI;ref fab2163302;416;LA PLATEFORME DU BÂTIMENT SIEGE
101241;Kit X-P 17 G2 MX (1100) + GC 52 ROW;HILTI;HILTI;ref fab3600849;221;LA PLATEFORME DU BÂTIMENT SIEGE
101358;Machoires de pressage NPR PS TH 40;HILTI;HILTI;ref fab2163301;416;LA PLATEFORME DU BÂTIMENT SIEGE
101357;Machoires de pressage NPR PS TH 32;HILTI;HILTI;ref fab2163300;295;LA PLATEFORME DU BÂTIMENT SIEGE
101247;Kit SD 5000 A22 +10 000 vis 25 M1 + SDM2;HILTI;HILTI;ref fab3600896;1752,99;LA PLATEFORME DU BÂTIMENT SIEGE
101248;Kit SD 5000 + 2 B22/2.6;HILTI;HILTI;ref fab3600897;1488;LA PLATEFORME DU BÂTIMENT SIEGE
101250;Kit Découverte plaquiste;HILTI;HILTI;ref fab3600899;2711,97;LA PLATEFORME DU BÂTIMENT SIEGE
101367;Kit X-C 27 G3 MX + GC42;HILTI;HILTI;ref fab3553328;335;LA PLATEFORME DU BÂTIMENT SIEGE
101256;Mèche hélicoïdale HSS-R 1.0x34mm MP10;HILTI;HILTI;ref fab2170621;8;LA PLATEFORME DU BÂTIMENT SIEGE
101347;Machoires de pressage NPR PS U 18;HILTI;HILTI;ref fab2163304;275;LA PLATEFORME DU BÂTIMENT SIEGE
101321;Machoires de pressage NPR PM U 18;HILTI;HILTI;ref fab2163332;275;LA PLATEFORME DU BÂTIMENT SIEGE
101348;Machoires de pressage NPR PS U 20;HILTI;HILTI;ref fab2163305;281;LA PLATEFORME DU BÂTIMENT SIEGE
101349;Machoires de pressage NPR PS U 25;HILTI;HILTI;ref fab2163306;287;LA PLATEFORME DU BÂTIMENT SIEGE
101350;Machoires de pressage NPR PS U 32;HILTI;HILTI;ref fab2163307;295;LA PLATEFORME DU BÂTIMENT SIEGE
101351;Machoires de pressage NPR PS U 40;HILTI;HILTI;ref fab2163308;301;LA PLATEFORME DU BÂTIMENT SIEGE
101199;Récupérateur de poussière TE DRS-D;HILTI;HILTI;ref fab2191207;92,1;LA PLATEFORME DU BÂTIMENT SIEGE
101200;Gas-actuated tool GX-IE XL;HILTI;HILTI;ref fab2163828;925;LA PLATEFORME DU BÂTIMENT SIEGE
101258;Mèche hélicoïdale HSS-R 2.0x49mm MP10;HILTI;HILTI;ref fab2170623;8;LA PLATEFORME DU BÂTIMENT SIEGE
101202;Support pour disc de finition DGH 130;HILTI;HILTI;ref fab2200272;25,3;LA PLATEFORME DU BÂTIMENT SIEGE
101203;Dust lip set DGH 130;HILTI;HILTI;ref fab2200273;25;LA PLATEFORME DU BÂTIMENT SIEGE
101214;Scie sabre sans fil SR 6-A22 boî;HILTI;HILTI;ref fab2161955;445,99;LA PLATEFORME DU BÂTIMENT SIEGE
101257;Mèche hélicoïdale HSS-R 1.5x40mm MP10;HILTI;HILTI;ref fab2170622;16;LA PLATEFORME DU BÂTIMENT SIEGE
101298;Mèche hélicoïdale HSS-R 10.50x133mm MP5;HILTI;HILTI;ref fab2170681;33,75;LA PLATEFORME DU BÂTIMENT SIEGE
101208;Filtre VC 300 HEPA;HILTI;HILTI;ref fab2177708;202;LA PLATEFORME DU BÂTIMENT SIEGE
101353;Machoires de pressage NPR PS TH 16;HILTI;HILTI;ref fab2163186;261;LA PLATEFORME DU BÂTIMENT SIEGE
101209;Filtre VC 300/VC60M/L-X sec;HILTI;HILTI;ref fab2177885;107;LA PLATEFORME DU BÂTIMENT SIEGE
101210;Filtre VC 300/VC60M/L-X universel;HILTI;HILTI;ref fab2182582;139;LA PLATEFORME DU BÂTIMENT SIEGE
101211;Aspirateur universel VC 60L-X 230V;HILTI;HILTI;ref fab2203105;2353,99;LA PLATEFORME DU BÂTIMENT SIEGE
101212;Aspirateur universel VC 60M-X 230V;HILTI;HILTI;ref fab2203150;2240,99;LA PLATEFORME DU BÂTIMENT SIEGE
101379;Disque à tronç. EQD SPX 350/25 universel;HILTI;HILTI;ref fab2117974;253;LA PLATEFORME DU BÂTIMENT SIEGE
101354;Machoires de pressage NPR PS TH 18;HILTI;HILTI;ref fab2163187;275;LA PLATEFORME DU BÂTIMENT SIEGE
101378;Sac à poussière VC 300/VC60M/L-X (5);HILTI;HILTI;ref fab2177884;101;LA PLATEFORME DU BÂTIMENT SIEGE
101377;Mèche de forage TE-CX 8/32 MP32;HILTI;HILTI;ref fab2104785;1283,2;LA PLATEFORME DU BÂTIMENT SIEGE
101376;Boulonn. choc s/fil SIW 22T-A 3/4  cof;HILTI;HILTI;ref fab2069466;506,99;LA PLATEFORME DU BÂTIMENT SIEGE
101375;Clou à main X-HN 19/3 (1kg);HILTI;HILTI;ref fab274942;16,6;LA PLATEFORME DU BÂTIMENT SIEGE
101352;Machoires de pressage NPR PS TH 12;HILTI;HILTI;ref fab2168637;247;LA PLATEFORME DU BÂTIMENT SIEGE
102011;Bombe aérosol GC 32;HILTI;HILTI;ref fab2142773;12,2;LA PLATEFORME DU BÂTIMENT SIEGE
101085;X-Ring 112 SPX-H;HILTI;HILTI;ref fab2113318;168;LA PLATEFORME DU BÂTIMENT SIEGE
101078;X-Fût BL 82/430-X;HILTI;HILTI;ref fab2188685;234;LA PLATEFORME DU BÂTIMENT SIEGE
101079;X-Fût BL 102/430-X;HILTI;HILTI;ref fab2188688;295;LA PLATEFORME DU BÂTIMENT SIEGE
101080;X-Fût BL 112/430-X;HILTI;HILTI;ref fab2188690;321;LA PLATEFORME DU BÂTIMENT SIEGE
102013;Waved anchor Peikko WAS 42x450 RD42 assy;HILTI;HILTI;ref fab2037688;65,49;LA PLATEFORME DU BÂTIMENT SIEGE
101075;Couronne BI 112/450 SP-L;HILTI;HILTI;ref fab2188513;353;LA PLATEFORME DU BÂTIMENT SIEGE
101322;Machoires de pressageNPR PM U 20;HILTI;HILTI;ref fab2163333;281;LA PLATEFORME DU BÂTIMENT SIEGE
101073;Couronne BI 82/450 SP-L;HILTI;HILTI;ref fab2188508;260;LA PLATEFORME DU BÂTIMENT SIEGE
101313;Machoires de pressage NPR PM V 16;HILTI;HILTI;ref fab2168635;261;LA PLATEFORME DU BÂTIMENT SIEGE
101319;Machoires de pressage NPR PM U 14;HILTI;HILTI;ref fab2168632;247;LA PLATEFORME DU BÂTIMENT SIEGE
101312;Machoires de pressage NPR PM V 15;HILTI;HILTI;ref fab2163337;261;LA PLATEFORME DU BÂTIMENT SIEGE
101311;Machoires de pressage NPR PM V 14;HILTI;HILTI;ref fab2168634;261;LA PLATEFORME DU BÂTIMENT SIEGE
101326;Machoires de pressageNPR PM TH 12;HILTI;HILTI;ref fab2168630;247;LA PLATEFORME DU BÂTIMENT SIEGE
102031;Coffret de rangement pour consommables p;HILTI;HILTI;ref fab2195564;110;LA PLATEFORME DU BÂTIMENT SIEGE
102030;Coffret de rangement pour consommables i;HILTI;HILTI;ref fab2195566;110;LA PLATEFORME DU BÂTIMENT SIEGE
102014;Mèche de forage TE-YX 40/165 WL790;HILTI;HILTI;ref fab2201553;5769,95;LA PLATEFORME DU BÂTIMENT SIEGE
102018;Bande perforée LB 17;HILTI;HILTI;ref fab2204334;41,3;LA PLATEFORME DU BÂTIMENT SIEGE
102017;Bande perforée LB 12;HILTI;HILTI;ref fab2204333;32,9;LA PLATEFORME DU BÂTIMENT SIEGE
102016;Tool case HDM 500 empty;HILTI;HILTI;ref fab2206960;180;LA PLATEFORME DU BÂTIMENT SIEGE
102015;Tool case HDM 330 empty;HILTI;HILTI;ref fab2206667;178;LA PLATEFORME DU BÂTIMENT SIEGE
102029;Coffret de rangement pour consommables a;HILTI;HILTI;ref fab2195565;110;LA PLATEFORME DU BÂTIMENT SIEGE
101333;Machoires de pressage NPR PM TH 40;HILTI;HILTI;ref fab2163330;416;LA PLATEFORME DU BÂTIMENT SIEGE
101100;X-Fût BI 82/430-X;HILTI;HILTI;ref fab2175374;234;LA PLATEFORME DU BÂTIMENT SIEGE
101101;X-Fût BI 102/430-X;HILTI;HILTI;ref fab2175377;295;LA PLATEFORME DU BÂTIMENT SIEGE
101102;X-Fût BI 112/430-X;HILTI;HILTI;ref fab2175379;321;LA PLATEFORME DU BÂTIMENT SIEGE
102004;Lame de scie sabre SP 23 18 metal - Lot de 5;HILTI;HILTI;ref fab2179724;62;LA PLATEFORME DU BÂTIMENT SIEGE
102003;Lame de scie sabre SP 23 18 metal - Lot de 50;HILTI;HILTI;ref fab2179723;368,5;LA PLATEFORME DU BÂTIMENT SIEGE
102002;Lame de scie sabre SP 23 14 metal - Lot de 5;HILTI;HILTI;ref fab2179722;62;LA PLATEFORME DU BÂTIMENT SIEGE
102001;Lame de scie sabre MD 23 10 (5);HILTI;HILTI;ref fab2179720;62;LA PLATEFORME DU BÂTIMENT SIEGE
73244;COURONNE DE FORAGE HILTI TE-Y-BK 125/550;HILTI;HILTI;ref fab2006314;780,99;LA PLATEFORME DU BÂTIMENT SIEGE
74640;RING DEMONTABLE HILTI DIAM 52 LCS/ LCL/ LM;HILTI;HILTI;ref fab2088582;111;LA PLATEFORME DU BÂTIMENT SIEGE
76763;Mèche spirale bois HEX Hilti 14 x 400 / 460;HILTI;HILTI;ref fab2128493;54,8;LA PLATEFORME DU BÂTIMENT SIEGE
74659;RING DEMONTABLE HILTI DIAM 162 LCS/ LCL/ LM;HILTI;HILTI;ref fab2088601;342;LA PLATEFORME DU BÂTIMENT SIEGE
74635;EMBASE CLOUEUR HILTI DX 36;HILTI;HILTI;ref fab3738;136,38;LA PLATEFORME DU BÂTIMENT SIEGE
76762;Mèche spirale bois HEX Hilti 14 x 255 / 320;HILTI;HILTI;ref fab2128492;26,3;LA PLATEFORME DU BÂTIMENT SIEGE
75534;HILTI CLOU POUR COFFRAGE X-CT 62 MX;HILTI;HILTI;ref fab383579;50;LA PLATEFORME DU BÂTIMENT SIEGE
75536;HILTI TAMIS HIT-SC 18X50;HILTI;HILTI;ref fab360485;22,4;LA PLATEFORME DU BÂTIMENT SIEGE
102000;Lame de scie sabre SP 23 10 metal - Lot de 50;HILTI;HILTI;ref fab2179719;368,5;LA PLATEFORME DU BÂTIMENT SIEGE
101999;Lame de scie sabre SP 23 10 metal - Lot de 200;HILTI;HILTI;ref fab2179718;986;LA PLATEFORME DU BÂTIMENT SIEGE
101307;Mèche hélicoïdale HSS-R 17.0x184mm;HILTI;HILTI;ref fab2170690;15,3;LA PLATEFORME DU BÂTIMENT SIEGE
101084;X-Ring 102 SPX-H;HILTI;HILTI;ref fab2113316;152;LA PLATEFORME DU BÂTIMENT SIEGE
101306;Mèche hélicoïdale HSS-R 16.0x178mm;HILTI;HILTI;ref fab2170689;13;LA PLATEFORME DU BÂTIMENT SIEGE
102005;Lame de scie sabre SP 30 10 metal - Lot de 5;HILTI;HILTI;ref fab2179726;71;LA PLATEFORME DU BÂTIMENT SIEGE
101305;Mèche hélicoïdale HSS-R 15.0x169mm;HILTI;HILTI;ref fab2170688;11,8;LA PLATEFORME DU BÂTIMENT SIEGE
101998;Lame de scie sabre SP 15 18 metal - Lot de 5;HILTI;HILTI;ref fab2179715;52,5;LA PLATEFORME DU BÂTIMENT SIEGE
101997;Lame de scie sabre SP 15 18 metal - Lot de 50;HILTI;HILTI;ref fab2179714;314;LA PLATEFORME DU BÂTIMENT SIEGE
73126;RAINUREUSE HILTI DCH 180-SL 230V EQUIPE;HILTI;HILTI;ref fab47998;2481,99;LA PLATEFORME DU BÂTIMENT SIEGE
73127;LAME SCIE CIRCULAIRE BOIS + PLASTIQUE HILTI SCB WS CC 160X20 Z54;HILTI;HILTI;ref fab2037950;206;LA PLATEFORME DU BÂTIMENT SIEGE
76739;Fraise conique Hilti HSS CS M3-M10(D6.3-20.5);HILTI;HILTI;ref fab2074630;200;LA PLATEFORME DU BÂTIMENT SIEGE
75533;HILTI CLOU COFFRAGE X-CT 52 MX;HILTI;HILTI;ref fab383576;41,7;LA PLATEFORME DU BÂTIMENT SIEGE
74648;RING DEMONTABLE HILTI DIAM 92 LCS/ LCL/ LM;HILTI;HILTI;ref fab2088583;196;LA PLATEFORME DU BÂTIMENT SIEGE
76761;Mèche spirale bois HEX Hilti 12 x 400 / 460;HILTI;HILTI;ref fab2128491;44;LA PLATEFORME DU BÂTIMENT SIEGE
76768;Mèche spirale bois HEX Hilti 20 x 255 / 320;HILTI;HILTI;ref fab2128498;35,8;LA PLATEFORME DU BÂTIMENT SIEGE
76753;Tap bit HSS Hilti TB M10;HILTI;HILTI;ref fab2113244;43;LA PLATEFORME DU BÂTIMENT SIEGE
76767;Mèche spirale bois HEX Hilti 18 x 400 / 460;HILTI;HILTI;ref fab2128497;69,3;LA PLATEFORME DU BÂTIMENT SIEGE
101996;Lame de scie sabre SP 15 14 metal - Lot de 5;HILTI;HILTI;ref fab2179713;52,5;LA PLATEFORME DU BÂTIMENT SIEGE
101995;Lame de scie sabre MD 15 10 (5);HILTI;HILTI;ref fab2179711;52,5;LA PLATEFORME DU BÂTIMENT SIEGE
