cd "N° SIRET","Code Client","Code Client Partenaire","Apporteur","Email"
"35014685800039",,"C048ELERH","Boulanger Pro",
"81793746900028",,"C048ELEREN","Boulanger Pro","sandrine.vasserot@electroren.fr"
"48250691200013",,"C048ELITE","Boulanger Pro","eiservice@eiservice.fr"
"41419539600018",,"C048EMPIS","Boulanger Pro",
"30462313500023",,"C048TACHA","Boulanger Pro","contact@tachas.fr"
"45162623800013",,"C048BRIO","Boulanger Pro",
"82069858700012",,"C048LEMUET","Boulanger Pro","entreprise.lemuet@gmail.com"
"20006236200013",,"C048THELOR","Boulanger Pro","l.montier@theatredelorient.fr"
"26590776600116",,"C048EPDSA1","Boulanger Pro",
"18009259500297",,"C048EPIDE","Boulanger Pro","emilie.beaurepaire@epide.fr"
"18009259500149",,"C048EPIDE2","Boulanger Pro","christian.grenier@epide.fr"
"19440329100017",,"C048EREA","Boulanger Pro","gestionnaire.0440329u@ac-nantes.fr"
"57207890500013",,"C048ERI","Boulanger Pro","f.bigot@sesini.fr"
"83525019200019",,"C048ERITIN","Boulanger Pro","mehdi.sikni@erit-industrie.fr"
"26550087600098",,"C048ESAT55","Boulanger Pro","procat@csargonne.fr"
"53385735500010",,"C048ESTBOU","Boulanger Pro","fabienne.girard2@lejsl.fr"
"50975992400012",,"C048ETN","Boulanger Pro","sdanis@groupe-etn.fr"
"77569293200012",,"C048COLORI","Boulanger Pro","sophie.jehanno@colorine.fr"
"70192019100023",,"C048DUFAUX","Boulanger Pro","sms-fac@smsdistribution.fr"
"32351601300022",,"C048DURIE0","Boulanger Pro","eric.balliere@duriez-agencement.com"
"30547571700016",,"C048SPRIE","Boulanger Pro",
"32823836500014",,"C048NEVEU","Boulanger Pro",
"40954982100034",,"C048SAURO","Boulanger Pro",
"30189655100019",,"C048VIAENE","Boulanger Pro",
"41996616300018",,"C048WEUGU","Boulanger Pro",
"41996616300018",,"C048WEUG","Boulanger Pro",
"52023476600019",,"C048GUIELE","Boulanger Pro","guillaume.chaboche@gmail.com"
"47988599800019",,"C048HUBYBE","Boulanger Pro","benoit.huby@gmail.com"
"34802540400081",,"C048FOOD2","Boulanger Pro",
"34802540400024",,"C048FOOD6","Boulanger Pro",
"44945714200015",,"C048EXOM","Boulanger Pro",
"41991361100051",,"C048EXPLOR","Boulanger Pro","ahumbert@exploroc.com"
"792932618",,"C048FELYOU","Boulanger Pro","fermetures.ouest@orange.fr"
"38889084000019",,"C048TSCH","Boulanger Pro",
"51345352200023",,"C048FISEDE","Boulanger Pro","anais.slembrouck@kidsup.fr"
"52342092500019",,"C048FMDSER","Boulanger Pro","fmd.services@orange.fr"
"38878492800102",,"C048FORC2","Boulanger Pro",
"50230784600035",,"C048FIP","Boulanger Pro","fip-michael@hotmail.fr"
"32968134000173",,"C048FOUSSI","Boulanger Pro","e.bouchereau@foussier.fr"
"48298275800021",,"C048HANGE","Boulanger Pro",
"48511066200015",,"C048STLEG","Boulanger Pro",
"75063415600038",,"C048FRTI","Boulanger Pro","compta.frti@orange.fr"
"49086992200024",,"C048FRUG","Boulanger Pro",
"54206379703356",,"C048GAN75","Boulanger Pro","fabrice.lebourgeois@gan.fr"
"40779455100306",,"C048GCCAGE","Boulanger Pro","agathe.rizzo@gcc.fr"
"45046146200027",,"C048GEMGI","Boulanger Pro","giraudelectromenager@wanadoo.fr"
"18008928600041",,"C048GEVES","Boulanger Pro","nathalie.chagnot@geves.fr"
"80194705200321",,"C048AG2RM","Boulanger Pro","laurence.lucchetti@ag2rlamondiale.fr"
"38927229500012",,"C048GIEEUR","Boulanger Pro","veronique.aupetit@maaf.fr"
"53000204700021",,"C048GLODYN","Boulanger Pro","contact@adeo-informatique.com"
"32126368300823",,"C048GROPRO","Boulanger Pro","lprcomptagene@leprogres.fr"
"35282891700042",,"C048GUARDI","Boulanger Pro","sylvia.stankovska@guardindustrie.com"
"48363237800012",,"C048HART3","Boulanger Pro","harth@wanadoo.fr"
"44137591200033",,"C603HEIMDA","Boulanger Pro","heimdal@computer4u.com"
"49096139800024",,"C603HEKIPI","Boulanger Pro","celine.frediere@huttopia.com"
"40309667000050",,"C048HIGHCO","Boulanger Pro","compta_fournisseurs@highco-data.fr"
"75285158400017",,"C048HOMTRA","Boulanger Pro","hometraitements@gmail.com"
"81768912800020",,"C048HTPEXP","Boulanger Pro","contactparis@cabinet-htp.fr"
"37757961000025",,"C048IEL","Boulanger Pro","iel.jl@orange.fr"
"51867626700132",,"C048IMEJON","Boulanger Pro","franck.kremeur@gc3s.fr"
"44907248700027",,"C048IMMO","Boulanger Pro",
"41119126500049",,"C048IMPAC","Boulanger Pro","jld@impactetstrategie.fr"
"79558003400010",,"C048IMPMES","Boulanger Pro","panoro@lemessager.fr"
"53203494900018",,"C048INFOSE","Boulanger Pro","contact@infoservices.fr"
"78183171400014",,"C048BERGON","Boulanger Pro","d.fritsch@bordeaux.unicancer.fr"
"26880115600012",,"C048INBEJO","Boulanger Pro","beaujoly2@wanadoo.fr"
"77563044500028",,"C048INSTI","Boulanger Pro",
"33993736900017",,"C048FONCQ","Boulanger Pro",
"18007001300099",,"C048IRSTEA","Boulanger Pro","florence.van-den-boom@irstea.fr"
"35353938000041",,"C048IVECO","Boulanger Pro",
"41099844700016",,"C048JLMDEC","Boulanger Pro","contact@jlmdeco.com"
"44427057300017",,"C048FERTRO","Boulanger Pro","mp.levankhanh@lafermedetrosly.com"
"83847461700019",,"C048HALLEM","Boulanger Pro","betty.toustou@halledelamachine.fr"
"44285378400019",,"C048AG2RMO","Boulanger Pro","christele.marecaux@ag2rlamondiale.fr"
"79179846500013",,"C048BPHARM","Boulanger Pro","direction@bpharma.fr"
"38524664000085",,"C048IRLAND","Boulanger Pro","c.appriou@comptoir-irlandais.com"
"42878519000029",,"C048LEMEDI","Boulanger Pro","directionlemedi@aol.com"
"44062157100015",,"C048PARFAU","Boulanger Pro","accueil@lepfb.net"
"40358556500019",,"C048LESURG","Boulanger Pro",
"31118810600018",,"C048LEVER1","Boulanger Pro","Le.vert.village@wanadoo.fr"
"32777575500223",,"C048LEICA","Boulanger Pro",
"38456094200045",,"C048LM75","Boulanger Pro","aurelie.salmi@leroymerlin.fr"
"44880698400028",,"C048BOIPAY","Boulanger Pro","jc.chaumontet@lbpsas.com"
"81150693000015",,"C048DOMAI1","Boulanger Pro","ldqm.lesquin@gmail.com"
"80491698900010",,"C048CB0028","Boulanger Pro","melanie.ximena@outlook.fr"
"48298048900017",,"C048LMP77","Boulanger Pro","lmp-77@orange.fr"
"81862280500013",,"C048LOCVAI","Boulanger Pro","contact@locvaisselle49.fr"
"48837692200024",,"C048LOGANE","Boulanger Pro","contact@loganet.fr"
"35375491400011",,"C048LOOSD","Boulanger Pro",
"53865479900039",,"C048FLYBY","Boulanger Pro","clara.brau@lord.com"
"19771171600013",,"C048LPLUMI","Boulanger Pro","didier.roussel@ac-creteil.fr"
"82077207700013",,"C048LUMATE","Boulanger Pro","contact@lumatech.fr"
"42369568300049",,"C048LVCOM","Boulanger Pro","stephanie.legonin@lvcom.fr"
"78145251100814",,"C048MACIF1","Boulanger Pro","nmellin@macif.fr"
"53395157000019",,"C048CA0314","Boulanger Pro","maison.saintcharles@orange.fr"
"35125475000042",,"C048MARESC","Boulanger Pro","compta@marescol.com"
"39075817500033",,"C048MBCONC","Boulanger Pro","compta@mbpub.com"
"47951953000014",,"C048MBDOBJ","Boulanger Pro","compta@mbd.fr"
"32044272600016",,"C048CAIN","Boulanger Pro",
"83970115800017",,"C048MCEDIS","Boulanger Pro","mcedistrib@gmail.com"
"33164801404117",,"C048MEDIA2","Boulanger Pro","tristan.pinchenzon@mediapost.fr"
"53178219100013",,"C603MELUN","Boulanger Pro","melunstock@orange.fr"
"95751570300107",,"C048MESTR","Boulanger Pro",
"18006003002117",,"C048METEOF","Boulanger Pro","jennifer.mace@meteo.fr"
"24540067600012",,"C048MNANCY","Boulanger Pro","pierre-antoine.gerard@grandnancy.eu"
"44004217400712",,"C048MMAVI","Boulanger Pro",
"52921607900010",,"C048MOBIL1","Boulanger Pro",
"20006917700018",,"C048MONDAR","Boulanger Pro","m.dinis@mond-arverne.fr"
"44950701100020",,"C048MONTOI","Boulanger Pro","nelly.lethiec@sea-invest.fr"
"82940502600016",,"C048MPLANE","Boulanger Pro","m.planet.phl@gmail.com"
"50919036900017",,"C048MSAUVE","Boulanger Pro","faure.nadine@auvergne.msa.fr"
"50919036900017",,"C048MSAUVE","Boulanger Pro","faure.nadine@auvergne.msa.fr"
"44479881300135",,"C048MTO1","Boulanger Pro",
"45246607100050",,"C048MUST","Boulanger Pro",
"38397408600019",,"C048MUTASS","Boulanger Pro","communication@mutuaide.fr"
"45750990900034",,"C048NAGOT","Boulanger Pro",
"39269144000045",,"C048O2M","Boulanger Pro","tracking_achats@o2m.fr"
"19061563300012",,"C048OBSCAZ","Boulanger Pro","sfcg@oca.eu"
"38012986629963",,"C603FRANC2","Boulanger Pro","manquee.marielouise@orange.com"
"35235886500041",,"C048PACIF3","Boulanger Pro","cecile.chiche@ca-pacifica.fr"
"43769951500023",,"C048PANNE","Boulanger Pro",
"42863234300011",,"C048PARCDE","Boulanger Pro","a.guitter@lacdemaine.fr"
"40310425000531",,"C048PLATE1","Boulanger Pro","vendeurpdbaubervilliers@smsdistribution.fr"
"40310425000531",,"C603PLATE1","Boulanger Pro","amel.bennour@saint-gobain.com"
"40310425000077",,"C603PLATEF","Boulanger Pro","amel.bennour@saint-gobain.com"
"40310425000077",,"C048PLATEF","Boulanger Pro","vendeurpdbivry@smsdistribution.fr"
"40310425000028",,"C603PLATE2","Boulanger Pro","amel.bennour@saint-gobain.com"
"40310425000028",,"C603PLATE7","Boulanger Pro","zahia.messaid@saint-gobain.com"
"40310425000077",,"C603PLAT10","Boulanger Pro","zahia.messaid@saint-gobain.com"
"40310425000333",,"C603PLATE6","Boulanger Pro","Zahia.Messaid@saint-gobain.com"
"40310425000531",,"C603PLATE4","Boulanger Pro","zahia.messaid@saint-gobain.com"
"40310425000077",,"C603PLATE3","Boulanger Pro","zahia.messaid@saint-gobain.com"
"40310425000028",,"C603PLATE5","Boulanger Pro","zahia.messaid@saint-gobain.com"
"40310425000028",,"C603PLATE8","Boulanger Pro","zahia.messaid@saint-gobain.com"
"40310425000077",,"C603PLATE9","Boulanger Pro","zahia.messaid@saint-gobain.com"
"40310425000028",,"C048PLATE2","Boulanger Pro","vendeurpdbnanterre@smsdistribution.fr"
"40356719100016",,"C048PETIT","Boulanger Pro",
"32045072900035",,"C048PETIT1","Boulanger Pro",
"49954146400016",,"C048PHAR10","Boulanger Pro",
"60205891900039",,"C048PINTE","Boulanger Pro",
"81425254000012",,"C048POPRAD","Boulanger Pro","pop.radiologie@yahoo.fr"
"33465612100087",,"C048PROBYP","Boulanger Pro","aurelie.delmotte@htmpro.com"
"44524077300025",,"C048PRODEX","Boulanger Pro",
"32899872900045",,"C048PROFRO","Boulanger Pro","christelle.trotabas@provence-froid.fr"
"32811451700043",,"C048PUISS","Boulanger Pro","puissance4@numericable.fr"
"39961151600010",,"C048QUIE","Boulanger Pro",
"31221230100757",,"C048RENAU2","Boulanger Pro",
"77568879900821",,"C048FONAUT","Boulanger Pro","laurence.briant@apprentis-auteuil.org"
"80517650000017",,"C048RTS","Boulanger Pro",
"38481430700011",,"C048CHRISQ","Boulanger Pro","sms-fac@smsdistribution.fr"
"38456094201167",,"C048LEROY1","Boulanger Pro","cgm.ivrysurseine@leroymerlin.fr"
"33160600400017",,"C048SODIBA","Boulanger Pro",
"99826921100434",,"C048STGOBI","Boulanger Pro","denis.philippe@saint-gobain.com"
"43756960100028",,"C048DEMAR","Boulanger Pro","Bureaux.demaret@wanadoo.fr"
"48360062300027",,"C048BRUBEU","Boulanger Pro","beuraert.luttun@gmail.com"
"52876608200010",,"C048CEDIV","Boulanger Pro",
"42941781900019",,"C048DUCROZ","Boulanger Pro","contact@ducrozet-moninot.fr"
"79397107800027",,"C048ITKOM","Boulanger Pro","contact@itkom.fr"
"38884742800041",,"C048MANALE","Boulanger Pro","info@manelec.net"
"48012792700014",,"C048CC0025","Boulanger Pro","info@camping-meursault.com"
"43046864500063",,"C048EOGUID","Boulanger Pro","appros@okeenea.com"
"81185505500026",,"C048FLBH","Boulanger Pro","bhotot1@yahoo.com"
"49086992200024",,"C048NETTO2","Boulanger Pro",
"83875862100018",,"C048HARRI","Boulanger Pro","contact@celestinlunetiers.fr"
"38415012400038",,"C048MOULI1","Boulanger Pro","moulin@moulindelaforge.com"
"48897864400026",,"C048NEMROD","Boulanger Pro","saslenemrod@orange.fr"
"48897864400026",,"C048NEMROD","Boulanger Pro","saslenemrod@orange.fr"
"49188602400018",,"C048MANA","Boulanger Pro",
"34233583300014",,"C048NETTO1","Boulanger Pro",
"44082996800013",,"C048ORAUD","Boulanger Pro","karine.rault@scapartois.fr"
"81796347300019",,"C048YSYOM","Boulanger Pro","pascal.delqueux@isyom.fr"
"83761569900019",,"C048VELO06","Boulanger Pro","jlb@velo06.fr"
"34738457001621",,"C048OIGNIE","Boulanger Pro",
"20003257100016",,"C048CERDRA","Boulanger Pro","bouchra.bourziz@intradef.gouv.fr"
"80305810600011",,"C048SCLINF","Boulanger Pro","sleroy@scl-informatique.fr"
"39023446600014",,"C048SCLTAN","Boulanger Pro","sctan@hotmail.fr"
"30121347600049",,"C048AUBELE","Boulanger Pro","p.duhamel@aubelec.fr"
"41473342800026",,"C048SDEL","Boulanger Pro",
"28390001700049",,"C048SDISJU","Boulanger Pro","jpkeller@sdis39.fr"
"78821382500508",,"C048SERIS","Boulanger Pro","achats@seris-security.com"
"30449785204168",,"C048SECURT","Boulanger Pro","bertrand.vandewalle@securitas.fr"
"41493712800018",,"C048NGUYEN","Boulanger Pro",
"48347916800401",,"C048SERISA","Boulanger Pro","servicecompta@seris.fr"
"77567246200634",,"C048SESDEL","Boulanger Pro","saitouaret@eu-asso.fr"
"81473972800024",,"C048SFGDEV","Boulanger Pro","contact@sfgdeveloppement.fr"
"52274297200030",,"C048SHI","Boulanger Pro","leon.jack@shi.com"
"30123325000036",,"C048SHOIW","Boulanger Pro",
"34442478300019",,"C048SHOP7","Boulanger Pro",
"44127437000010",,"C048SHOP6","Boulanger Pro",
"38192605400010",,"C048SHOP5","Boulanger Pro",
"83854868300013",,"C048SHOP4","Boulanger Pro",
"17690120500284",,"C048SIGES","Boulanger Pro",
"41040901501418",,"C048ATAC18","Boulanger Pro","ndegrelle@atac.fr"
"41040901501095",,"C048ATAC3","Boulanger Pro","USR1112A@ATAC.fr"
"41040901501202",,"C048ATAC4","Boulanger Pro","usr1086a@atac.fr"
"41040901501434",,"C048ATAC17","Boulanger Pro","pleroux@atac.fr"
"41040901501343",,"C048ATAC14","Boulanger Pro","hdutilleul@atac.fr"
"41040901501285",,"C048ATAC7","Boulanger Pro","USR1203A@ATAC.fr"
"41040901500543",,"C048ATAC11","Boulanger Pro","USR1107A@ATAC.fr"
"41040901502861",,"C048ATAC15","Boulanger Pro","cbruneau@atac.fr"
"41040901503240",,"C048ATAC16","Boulanger Pro","USR1320A@ATAC.FR"
"25310200800039",,"C048SIVSBR","Boulanger Pro","sivs.bmsp3@orange.fr"
"20001782000016",,"C048SIVU","Boulanger Pro","mairie-hohengoeft@wanadoo.fr"
"43418080800017",,"C048SLALOM","Boulanger Pro","slalomsports.skimium@gmail.com"
"25790125600012",,"C048SMALIM","Boulanger Pro","aep4b@orange.fr"
"68204083701588",,"C048SMAC","Boulanger Pro","olivier.nicolle@smac-sa.com"
"35084640800010",,"C048COVADI","Boulanger Pro","thierry@riviera-villages.com"
"42111756500026",,"C048THOSNT","Boulanger Pro","contact@thomas-apiculture.com"
"34320056400031",,"C048SODIP","Boulanger Pro","SODIP3@WANADOO.FR"
"42889815900028",,"C048SOFRAG","Boulanger Pro","l.perrin@sofragraf.com"
"75114517800024",,"C048BOULA","Boulanger Pro","etienne.petolas@solvarea.com"
"43038959300053",,"C048SPII","Boulanger Pro","contact@spii-polygone.com"
"48784073800024",,"C048STOC1","Boulanger Pro","sabrina@stockelectro.fr"
"37838327700043",,"C603STRAUM","Boulanger Pro","julien.lebourdiec@straumann.com"
"80980222600013",,"C048STUTOO","Boulanger Pro","dhamard@sts-51.com"
"34481464500018",,"C048GERTDI","Boulanger Pro","superu.gertwiller.compta@systeme-u.fr"
"34481464500018",,"C048SUPERU","Boulanger Pro",
"52921989100031",,"C048TAVULE","Boulanger Pro","jonathan@tavulesprix.com"
"72206563800065",,"C048TECH","Boulanger Pro","cbenhaim@techdata.fr"
"40256378700017",,"C048TECH10","Boulanger Pro","gueant-au@smsdistribution.fr"
"80809130000018",,"C048TECLOK","Boulanger Pro","bmordacque@technolok.net"
"45279940600015",,"C048TECHT","Boulanger Pro",
"51764938000022",,"C048TVSAT","Boulanger Pro",
"78393831900036",,"C048UDAPEI","Boulanger Pro","mas.eperlecques@udapei62.fr"
"81340733500021",,"C048URBANV","Boulanger Pro","contact@urabanvrd.fr"
"55206264800571",,"C048USPNET","Boulanger Pro","renan.kercret@atalian.com"
"48886309300016",,"C048VEBER","Boulanger Pro",
"30189655100019",,"C048VIAEN","Boulanger Pro",
"53162001100019",,"C048VIDALI","Boulanger Pro","olivier.vidal@vidal-ing.fr"
"33870824100017",,"C048VIDAL","Boulanger Pro","PDV01177@MOUSQUETAIRES.COM"
"494205289",,"C048FERLYO","Boulanger Pro","emilie@rhonalpines.com"
"77563413200200",,"C048VVF","Boulanger Pro","servicecomptabilite@vvfvillages.fr"
"44393519200015",,"C048WELD7","Boulanger Pro",
"43406137000020",,"C048SK","Boulanger Pro","sksandra@orange.fr"
