"id_societe";"societe";"tel";"ville";"nom_commercial";"code_groupe";"code_client";"code_regroupement";"siret";"date_creation";"relation";"id_owner";"id_campagne";"id_fournisseur";"naf";"activite";"ref";"joignable";"date";"id_assistante";"id_pays";"id_famille";"siren";"avis_credit";"cs_avis_credit";"score";"cs_score";"contentieux";"adresse";"adresse_2";"adresse_3";"cp";"id_contact_facturation";"facturation_id_pays";"facturation_adresse";"facturation_cp";"facturation_ville";"reference_tva";"tva";"latitude";"longitude";"fax";"email";"web";"etat";"nb_employe";"effectif";"id_secteur_geographique";"id_contact_commercial";"id_apporteur";"ca";"id_devise";"structure";"capital";"facturer_le_siege";"fournisseur";"partenaire";"code_client_partenaire";"divers_2";"id_prospection";"id_contact_signataire";"IBAN";"BIC";"nom_banque";"ville_banque";"lastaccountdate";"receivables";"securitieandcash";"operatingincome";"netturnover";"operationgprofitless";"financialincome";"financialcharges";"RUM"
12346;"BRASSERIE DUYCK";327497003;"JENLAIN";"DUYCK";;;;40116220100024;"1995-05-01";"suspect";"Matthieu COSSIAUX";;;"1105Z";"Fabrication de bière";;"tous";"2016-01-25 11:04:42";"";"France";"Société";401162201;"NC";110000;"NC";55;;"RTE NATIONALE";;;59144;"";"France";;;;"FR49401162201";1,2;-1;-1;;;;"actif";;;;"";;16567699;"Euro";"SAS";4282200;"non";"non";"non";;"prelevement";"";"";;;;;"31/03/2014";2520067;2095318;16323371;16567699;1104187;78802;30923;
6616;"BRASSERIE LA CHOULETTE";327357244;"HORDAIN";;;;;33939875200016;"1986-11-01";"prospect";"Matthieu COSSIAUX";;;"1105Z";"Fabrication de bière";"SLI15060014";"tous";"2015-06-24 09:13:02";"";"France";"Particulier";339398752;"NC";50000;"NC";55;;"16 RUE DES ECOLES";;;59111;"";"France";;;;"FR72339398752";1,2;50,2604;3,31269;;;;"actif";;;;"";;1971236;"Euro";"SARL";192000;"non";"non";"non";;"prelevement";"";"";;;;;"30/09/2014";784630;77586;2014499;1971236;39701;1901;5743;
1111;"BRASSERIE LAMBELIN SA";320593222;"FACHES THUMESNIL";;;;;47150022300147;"1971-01-01";"prospect";"Olivier DUBENSKI";;;"4634Z";"Commerce de gros (commerce interentreprises) de boissons";;"tous";"2014-03-13 15:52:44";"";"France";"Entreprise";471500223;"NC";150000;"NC";75;;"CHE DES MARGUERITOIS";;;59155;"";"France";;;;"FR24471500223";1,2;-1;-1;;;;"actif";;;;"";;20220129;"Euro";"SAS";500000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2014";3623139;2469928;20470271;20220129;908627;103803;130365;
12366;"BRASSERIE LAMPIN";321735959;"IZEL LES EQUERCHIN";;;;;40259914600022;"1995-10-01";"prospect";"Matthieu COSSIAUX";;;"4634Z";"Commerce de gros (commerce interentreprises) de boissons";;"tous";"2016-01-25 11:04:42";"";"France";"Société";402599146;"NC";150000;"NC";78;;"3 GRAND RUE";;;62490;"";"France";;;;"FR10402599146";1,2;-1;-1;321735522;;;"actif";;;;"";;12295966;"Euro";"SASU";300000;"non";"non";"non";;"prelevement";"";"";;;;;"31/03/2015";2413330;830541;12349475;12295966;888348;285;20217;
8009;"BRG ANTILLES BUREAU RECOUV GESTI ANTIL";590385252;"BAIE MAHAULT";;"S0";264;"INACTIF";42514520800038;"2000-01-01";"client";"Olivier DUBENSKI";;"CAP RECOUVREMENT";"8291Z";"Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle";;"tous";"2015-08-28 09:05:27";"";"France";"Particulier";425145208;"NC";7500;"NC";65;;"LD LACROIX 19 UB1 LD BELCOURT";;;97122;"";"France";;;;"FR96425145208";1,2;-1;-1;590601928;;;"actif";;;;"";;562157;"Euro";"SARL";15245;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2013";72507;480906;562864;562157;43215;1140;456;
8545;"BRICE";;"PETIT PALAIS ET CORNEMPS";;;;;34228902200028;"1987-09-01";"suspect";"Matthieu COSSIAUX";;"RENE TOULEMONDE SARL";"6420Z";"Activités des sociétés holding";;"tous";"2015-08-28 09:05:28";"";"France";"Particulier";342289022;"NC";330000;"NC";100;;"3 LA POSTE EST";;;33570;"";"France";;;;"FR52342289022";1,2;-1;-1;;;;"actif";;;;"";;461581;"Euro";"SAS";100000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2013";1948492;3662829;489733;461581;-165929;128333;263303;
7996;"BRICO DEPOT";169630500;"LONGPONT SUR ORGE";;"S0";210;"INACTIF";45164790300017;"2004-01-01";"client";"Olivier DUBENSKI";;"CAP RECOUVREMENT";"4752B";"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2et plus)";;"tous";"2015-08-28 09:05:27";"";"France";"Particulier";451647903;"NC";5000000;"NC";100;;"30/32 30 RUE DE LA TOURELLE";;;91310;"";"France";;;;"FR94451647903";1,2;-1;-1;;;;"actif";;;;"";;2367862098;"Euro";"SAS";240000000;"non";"non";"non";;"prelevement";"";"";;;;;"31/01/2015";291792254;20900939;2391983058;2367862098;179098932;704602;2474508;
1112;"BRICOMAN";328805500;"LEZENNES";"BRICOMAN LEZENNES";;;;42080992300055;"1998-10-01";"suspect";"Matthieu COSSIAUX";;;"4752B";"Commerce de détail de quincaillerie, peintures et verres en grandes surfaces (400 m2et plus)";;"tous";"2014-03-13 15:52:44";"";"France";"Entreprise";420809923;"NC";5000000;"NC";93;;"1 RUE NICOLAS APPERT";;;59260;"";"France";;;;"FR01420809923";1,2;50,6044;3,13126;;;;"actif";;;;"";;545327475;"Euro";"SA à conseil d'administration";30849680;;"non";"non";;"prelevement";"";"";;;;;"31/12/2013";89519599;2100651;548666287;545327475;18545868;337281;302362;
11951;"BRICOMAT GRAVELINOIS";328519420;"GRAVELINES";;;;;33393950200022;"1985-09-01";"suspect";"Matthieu COSSIAUX";;;"4673A";"Commerce de gros (commerce interentreprises) de bois et de matériaux de construction";;"tous";"2016-01-25 11:04:41";"";"France";"Société";333939502;"NC";50000;"NC";55;;"RUE DU GUINDAL";;;59820;"";"France";;;;"FR93333939502";1,2;-1;-1;328653496;;;"actif";;;;"";;6271959;"Euro";"SAS";67067;"non";"non";"non";;"prelevement";"";"";;;;;"30/04/2014";1231734;23806;6369758;6271959;64591;2999;34474;
12441;"BRING FRIGOSCANDIA";321832500;"BOULOGNE SUR MER";"NCF";;;;41329015600038;"1997-06-01";"suspect";"Matthieu COSSIAUX";;;"5229B";"Affrètement et organisation des transports";;"tous";"2016-01-25 11:04:42";"";"France";"Société";413290156;"NC";155000;"NC";74;;"11 RUE ALEXANDRE ADAM";;;62200;"";"France";;;;"FR87413290156";1,2;-1;-1;321301711;;;"actif";;;;"";;11403185;"Euro";"SAS";38112;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2014";2046027;2490742;11425716;11403185;259469;61220;2599;
1113;"BRIQUETERIES DU NORD";320614606;"LILLE";"BRIQUETERIES DU NORD LILLE";;;;45750647500112;"1957-01-01";"suspect";"Matthieu COSSIAUX";;;"2332Z";"Fabrication de briques, tuiles et produits de construction, en terre cuite";;"tous";"2014-03-13 15:52:44";"";"France";"Entreprise";457506475;"NC";87000;"NC";55;;"PORT FLUVIAL 9 EME RUE";;;59000;"";"France";;;;"FR89457506475";1,2;-1;-1;;;;"actif";;;;"";;16857796;"Euro";"SA à conseil d'administration";100000;;"non";"non";;"prelevement";"";"";;;;;"31/12/2014";2852108;751447;16385483;16857796;-696483;21212;67571;
12724;"BRIQUETERIES DU NORD";320614606;"LILLE";"BDN";;;;45750647500112;"1957-01-01";"prospect";"Matthieu COSSIAUX";;;"2332Z";"Fabrication de briques, tuiles et produits de construction, en terre cuite";;"tous";"2016-01-25 11:04:43";"";"France";"Société";457506475;"NC";87000;"NC";55;;"9 PORT FLUVIAL 9 EME RUE";;"BP 84";59000;"";"France";;;;"FR89457506475";1,2;-1;-1;;;;"actif";;;;"";;16857796;"Euro";"SA à conseil d'administration";100000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2014";2852108;751447;16385483;16857796;-696483;21212;67571;
8750;"BRISSY THIERRY";327390985;"AULNOYE AYMERIES";;;;;39516559000013;"1994-05-01";"suspect";"Matthieu COSSIAUX";;"RENE TOULEMONDE SARL";"8553Z";"Enseignement de la conduite";;"tous";"2015-08-28 09:05:29";"";"France";"Particulier";395165590;"NC";500;"NC";45;;"12 PL DU MARCHE RES HENRI MATISSE";;;59620;"";"France";;;;"FR30395165590";1,2;-1;-1;;;;"actif";;;;"";;;"Euro";"Profession libérale";0;"non";"non";"non";;"prelevement";"";"";;;;;"N/A";0;0;0;0;0;0;0;
14711;"BROCHAGE ROUTAGE DE CHAMPAGNE";;"REIMS";;;;;38351163100053;"1991-11-01";"prospect";"Frédérique RANDOUX";;;;;"SLI19020010";"tous";"2019-02-20 17:30:30";"";"France";"Société";383511631;"NC";10000;"NC";35;;"21 RUE MAURICE HOLLANDE";;;51100;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;"non";"non";"non";;"prelevement";"";"";;;;;;;;;;;;;"A000123000000"
7819;"BRONWEN";;"ROUBAIX";;;;;504769001;"1970-01-01";"suspect";"Matthieu COSSIAUX";;"ABJURIS";;;;"tous";"2015-08-28 09:05:27";"";"France";"Particulier";;"NC";;"NC";;;"117 RUE MONTGOLFIER";;;59100;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";"SARL";0;"non";"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
14478;"BROU FITNESS";;"Brou";;;;;82063136400016;"2016-06-01";"prospect";"Frédérique RANDOUX";"OB RESEAUX";;"9313Z";"Activités des centres de culture physique";"SLI17110244";"tous";"2017-11-28 17:22:09";"";"France";"Société";820631364;"NC";5000;"NC";70;;"Zone d'Activités de Villoiseau";"Allée des Alouettes Immeuble A";;28160;"";"France";;;;"FR57820631364";1,2;-1;-1;;"renonce.philippe@orange.fr";;"actif";;;;"";"OB RESEAUX";;"Euro";"SARL unipersonnelle";10000;"non";"non";"non";;"prelevement";"";"";;;;;"N/A";0;0;0;0;0;0;0;
8049;"BROUCKAERT NUTTIN MARIE CLAUDE";;"TOURCOING";;"S0";347;"INACTIF";33209664300017;"1985-04-01";"client";"Olivier DUBENSKI";;"CAP RECOUVREMENT";"6831Z";"Agences immobilières";;"tous";"2015-08-28 09:05:27";"";"France";"Particulier";332096643;"NC";;"NC";;;;;;59200;"";"France";;;;"FR31332096643";1,2;-1;-1;;;;"actif";;;;"";;;"Euro";"Commerçant";0;"non";"non";"non";;"prelevement";"";"";;;;;"N/A";0;0;0;0;0;0;0;
12130;"BROYEURS POITTEMILL INGENIERIE";321572987;"BETHUNE";;;;;36720057300056;"1967-01-01";"suspect";"Matthieu COSSIAUX";;;"7112B";"Ingénierie, études techniques";;"tous";"2016-01-25 11:04:41";"";"France";"Société";367200573;"NC";150000;"NC";75;;"TECHNOPARC FUTURA";;"BP 145";62400;"";"France";;;;"FR85367200573";1,2;-1;-1;;;;"actif";;;;"";;6474280;"Euro";"(Autre) SA à directoire";149500;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2014";1769868;459688;6644941;6474280;736661;291;189;
1114;"BRUNEL CHIMIE DERIVES";442829285;"WASQUEHAL";"BRUNEL-CHIMIE DERIVES WASQUEHAL";;;;37851714800052;"1990-06-01";"suspect";"Matthieu COSSIAUX";;;"2041Z";"Fabrication de savons, détergents et produits d'entretien";;"tous";"2014-03-13 15:52:44";"";"France";"Entreprise";378517148;"NC";130000;"NC";32;;"14 RUE HARALD STAMMBACH";;;59290;"";"France";;;;"FR04378517148";1,2;-1;-1;;;;"actif";;;;"";;42316580;"Euro";"SAS";591600;;"non";"non";;"prelevement";"";"";;;;;"31/12/2008";13760814;22640;43526876;42316580;4915436;432356;506967;
580;"BRUNIAU ALEXIS";251842626;"LILLE CEDEX";"SELARL LABORATOIRE NORDPATHOLOGIE 1 LILLE CEDEX";;;;44762159000044;"2003-01-01";"suspect";"Matthieu COSSIAUX";;;"8621Z";"Activité des médecins généralistes";;"tous";"2014-03-13 15:52:43";"";"France";"Entreprise";447621590;"NC";500;"NC";44;;"60 Bld J.B. Lebas";"BP 625";;59024;"";"France";;;;"FR80447621590";1,2;50,6252;3,06745;;;;"actif";;;;"";;;"Euro";"Profession libérale";0;;"non";"non";;"prelevement";"";"";;;;;"N/A";0;0;0;0;0;0;0;
14734;"BRUTHER ARCHITECTES";;"PARIS 13";;;;;49110198600017;"2006-07-01";"prospect";"Matthieu COSSIAUX";;;;;"SLI19020033";"tous";"2019-02-26 09:28:06";"";"France";"Société";491101986;"NC";7500;"NC";54;;"124 BOULEVARD AUGUSTE BLANQUI";;;75013;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;"non";"non";"non";;"prelevement";"";"";;;;;;;;;;;;;"A000146000000"
7982;"BS2A";;"LILLE";;;;;75101614800015;"2012-05-01";"suspect";"Yannick TETTINI";;"ABJURIS";"6831Z";"Agences immobilières";;"tous";"2015-08-28 09:05:27";"";"France";"Particulier";751016148;"NC";2000;"NC";65;;;;;59800;"";"France";;;;"FR65751016148";1,2;-1;-1;;;;"actif";;;;"";;251545;"Euro";"SARL unipersonnelle";10000;"non";"non";"non";;"prelevement";"";"";;;;;"30/09/2013";57175;89493;252825;251545;13579;0;1256;
13193;"BSD COUVERTURES";;"HERSIN COUPIGNY";;"S0";846;"OD";38158195800018;"1991-03-01";"client";"Olivier DUBENSKI";;;;;"SLI16070004";"tous";"2016-07-04 18:58:33";"";"France";"Société";381581958;"NC";75000;"NC";55;;"35 RUE ARTHUR LAMENDIN";;;62530;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;"non";"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
8337;"BSM TEAM";134219575;"GASNY";;"S0";663;"INACTIF";74984583000019;"2012-02-01";"client";"Olivier DUBENSKI";;"CAP RECOUVREMENT";"7500Z";"Activités vétérinaires";;"tous";"2015-08-28 09:05:28";"";"France";"Particulier";749845830;"NC";1000;"NC";35;;"43 RTE DE PARIS";;;27620;"";"France";;;;"FR26749845830";1,2;-1;-1;;;;"actif";;;;"";;377409;"Euro";"Société d'exercice libéral à responsabilité limitée";13000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2013";87337;7130;377409;377409;-7505;3544;165;
8160;"BTP RESIDENCES MEDICO SOCIALES";320778400;"LA CHAPELLE D'ARMENTIERES";;;;;48841184400050;"2006-01-01";"suspect";"Matthieu COSSIAUX";;"CAP RECOUVREMENT";"8610Z";"Activités hospitalières";;"tous";"2015-08-28 09:05:28";"";"France";"Particulier";488411844;"NC";1000;"NC";50;;"36 RUE LEON BLUM";;;59930;"";"France";;;;"FR07488411844";1,2;-1;-1;320771299;;;"actif";;;;"";;;"Euro";"Association déclarée";0;"non";"non";"non";;"prelevement";"";"";;;;;"N/A";0;0;0;0;0;0;0;
1115;"BUILDING PLASTICS ET ALUMINIUM FRANCE";320039999;"RONCQ";"BUILDING PLASTICS ET ALUMINIUM FRANCE RONCQ";;;;48771467700019;"2006-01-01";"suspect";"Matthieu COSSIAUX";;;"4673A";"Commerce de gros (commerce interentreprises) de bois et de matériaux de construction";;"tous";"2014-03-13 15:52:44";"";"France";"Entreprise";487714677;"NC";25000;"NC";44;;"45 Avenue de l'Europe C I T";;;59223;"";"France";;;;"FR20487714677";1,2;50,7547;3,1313;;;;"actif";;;;"";;19915722;"Euro";"SAS";37000;;"non";"non";;"prelevement";"";"";;;;;"31/12/2014";3021451;1364189;19971133;19915722;-81630;0;0;
13139;"BURIE";320001919;"PERENCHIES";;;;;80258371600013;"2014-05-01";"prospect";"Matthieu COSSIAUX";;;"4332C";"Agencement de lieux de vente";"SLI16050005";"tous";"2016-05-02 17:42:54";"";"France";"Société";802583716;"NC";20000;"NC";55;;"3 AV DES MARRONNIERS";;;59840;"";"France";;;;"FR88802583716";1,2;-1;-1;;;;"actif";;;;"";;1855480;"Euro";"SASU";100000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2014";813004;40237;1986330;1855480;-55865;0;944;
10012;"Buromatic 59";;;;;;;"33 118 037 200 046";;"suspect";"Matthieu COSSIAUX";"Made in Hainaut";;;;;"tous";"2015-11-03 15:23:04";"";"France";"Société";;"NC";;"NC";;;;;;;"";"France";;;;;1,2;-1;-1;;;"www.buromatic59.fr";"actif";;;;"";;;"Euro";;0;"non";"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
7908;"BUSINESS DEVELOPMENT CONSULTANTS";;"WASQUEHAL";;;;;51442626100012;"2009-08-01";"suspect";"Yannick TETTINI";;"ABJURIS";"7022Z";"Conseil pour les affaires et autres conseils de gestion";;"tous";"2015-08-28 09:05:27";"";"France";"Particulier";514426261;"NC";7500;"NC";65;;"45-1 45 AV DE FLANDRE";;;59290;"";"France";;;;"FR65514426261";1,2;-1;-1;;;;"actif";;;;"";;624332;"Euro";"SARL";10000;"non";"non";"non";;"prelevement";"";"";;;;;"30/09/2014";154995;34206;619297;624332;49298;0;1849;
7909;"BUSINESS DEVELOPMENT CONSULTANTS SIEGE";;"WASQUEHAL";;;;;51442626100020;"1970-01-01";"suspect";"Yannick TETTINI";;"ABJURIS";;;;"tous";"2015-08-28 09:05:27";"";"France";"Particulier";;"NC";;"NC";;;"45 AV DE FLANDRE";;;59290;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";"SARL";10000;"non";"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
8693;"BUSNEL MICHEL DANIEL ANDRE DENIS";;"HAMBYE";;;;;48781498000024;"2006-01-01";"suspect";"Matthieu COSSIAUX";;"RENE TOULEMONDE SARL";"8299Z";"Autres activités de soutien aux entreprises n.c.a.";;"tous";"2015-08-28 09:05:29";"";"France";"Particulier";487814980;"NC";;"NC";;;"38 RUE DU DOCTEUR REGNAULT";;;50450;"";"France";;;;"FR35487814980";1,2;-1;-1;;;;"actif";;;;"";;;"Euro";"Commerçant";0;"non";"non";"non";;"prelevement";"";"";;;;;"N/A";0;0;0;0;0;0;0;
10013;"Byook";;;;;;;"51 380 439 300 017";;"suspect";"Matthieu COSSIAUX";"Made in Hainaut";;;;;"tous";"2015-11-03 15:23:04";"";"France";"Société";;"NC";;"NC";;;;;;;"";"France";;;;;1,2;-1;-1;;;"www.byook.com";"actif";;;;"";;;"Euro";;0;"non";"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
1116;"BZB ROUBAIX";;"ROUBAIX";;;;;48243589800010;;"prospect";"Matthieu COSSIAUX";;;"4771Z";"VETEMENT HOMME DETAIL";;"tous";"2014-03-13 15:52:44";"";"France";"Entreprise";;"NC";;"NC";0;;"152 AVENUE ALFRED MOTTE";;;59100;"";"France";;;;;1,2;50,6729;3,1919;;;;"actif";;;;"";;;"Euro";;0;"non";"non";"non";;"prelevement";"";"";;;;;;;;;;;;;
12869;"C  TRANSPORTS";321001060;"CALAIS";;;;;50168756000018;"2007-12-01";"suspect";"Matthieu COSSIAUX";;;"4941A";"Transports routiers de fret interurbains";;"tous";"2016-01-25 11:04:43";"";"France";"Société";501687560;"NC";29500;"NC";55;;"500 RUE LOUIS BREGUET";;;62100;"";"France";;;;"FR22501687560";1,2;-1;-1;;;;"actif";;;;"";;8565654;"Euro";"SARL";189000;"non";"non";"non";;"prelevement";"";"";;;;;"30/11/2014";2582122;895601;8648506;8565654;21514;5272;3115;
7737;"C ET F";320104148;"HAUBOURDIN";;;;;45750611100022;"1957-01-01";"prospect";"Matthieu COSSIAUX";;;"4799A";"Vente à domicile";"SLI15070015";"tous";"2015-07-30 14:18:45";"";"France";"Entreprise";457506111;"NC";0;"NC";24;;"98 RUE ALBERT VANDERHAEGHEN";;;59320;"";"France";;;;"FR64457506111";1,2;-1;-1;320500800;"valerie@cuvelier-fauvarque.fr";;"actif";;;;"";;9000833;"Euro";"SAS";1000000;"non";"non";"non";;"prelevement";"Cedric VERVEY";"";;;;;"30/06/2014";1829993;9909;9079611;9000833;-335784;100;57864;
12866;"C G 2 I";321077242;"HERMIES";;;;;50146383000023;"2008-01-01";"suspect";"Matthieu COSSIAUX";;;"7112B";"Ingénierie, études techniques";;"tous";"2016-01-25 11:04:43";"";"France";"Société";501463830;"NC";190000;"NC";75;;"19 RUE DE LA GARE";;"BP 2";62147;"";"France";;;;"FR72501463830";1,2;-1;-1;;;;"actif";;;;"";;30393370;"Euro";"SAS";99937;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2014";13214036;0;30607177;30393370;861684;75053;0;
13013;"C S L";327839156;"CAMBRAI";;;;;68692036400011;"1969-01-01";"suspect";"Matthieu COSSIAUX";;;"7010Z";"Activités des sièges sociaux";;"tous";"2016-01-25 11:04:43";"";"France";"Société";686920364;"NC";75000;"NC";60;;"8 CHE DE LA BLANCHISSERIE";;;59400;"";"France";;;;"FR81686920364";1,2;-1;-1;;;;"actif";;;;"";;7949227;"Euro";"SAS";200000;"non";"non";"non";;"prelevement";"";"";;;;;"31/08/2013";1407505;651847;8154646;7949227;-106508;31669;31718;
13090;"C. BEAURAIN";;"ROUBAIX";"PHARMACIE DE PARIS";"S0";821;"INACTIF";48989915300014;"2005-12-01";"client";"Olivier DUBENSKI";;;;;"SLI16030001";"tous";"2016-03-03 09:57:01";"";"France";"Société";489899153;"NC";25000;"NC";75;;"1 BD DU GENERAL DE GAULLE";;;59100;"";"France";;;;;1,2;-1;-1;;;;"actif";;;;"";;;"Euro";;0;"non";"non";"non";;"prelevement";"Cedric VERVEY";"";;;;;;;;;;;;;
1117;"C.C.V.";329312126;"DUNKERQUE";"C.C.V. DUNKERQUE";;;;33335464500116;"1985-08-01";"suspect";"Matthieu COSSIAUX";;;"4771Z";"Commerce de détail d'habillement en magasin spécialisé";;"tous";"2014-03-13 15:52:44";"";"France";"Entreprise";333354645;"NC";81000;"NC";55;;"47 Boulevard Alexandre Iii";;;59140;"";"France";;;;"FR58333354645";1,2;51,0325;2,37448;;;;"actif";;;;"";;23483889;"Euro";"SAS";1000000;;"non";"non";;"prelevement";"";"";;;;;"31/12/2013";1508677;2039950;23542337;23483889;412327;446719;396911;
11943;"C.C.V.";329312126;"DUNKERQUE";"CCV";;;;33335464500116;"1985-08-01";"prospect";"Matthieu COSSIAUX";;;"4771Z";"Commerce de détail d'habillement en magasin spécialisé";;"tous";"2016-01-25 11:04:41";"";"France";"Société";333354645;"NC";81000;"NC";55;;"47 BD ALEXANDRE III";;;59140;"";"France";;;;"FR58333354645";1,2;-1;-1;;;;"actif";;;;"";;23483889;"Euro";"SAS";6000000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2013";1508677;2039950;23542337;23483889;412327;446719;396911;
1118;"C.D.V.M.A";327817927;"FERIN";"C.D.V.M.A. FERIN";;;;43817665300022;"2001-04-01";"suspect";"Matthieu COSSIAUX";;;"4511Z";"Commerce de voitures et de véhicules automobiles légers";;"tous";"2014-03-13 15:52:44";"";"France";"Entreprise";438176653;"NC";50000;"NC";55;;"ROUTE NATIONALE 43";;;59169;"";"France";;;;"FR36438176653";1,2;50,3428;3,09417;;;;"actif";;;;"";;14061719;"Euro";"SAS";700000;;"non";"non";;"prelevement";"";"";;;;;"31/12/2014";1445375;344171;14153505;14061719;92210;50;19511;
14353;"C.H. FITNESS";344279344;"Senlis";;;;;80169274000013;"2014-04-01";"prospect";"Frédérique RANDOUX";"OB RESEAUX";;"9313Z";"Activités des centres de culture physique";"SLI17110121";"tous";"2017-11-28 17:15:52";"";"France";"Société";801692740;"NC";0;"NC";19;;"5, rue Eugène Gazeau";"2ème entrée au 45 Chaussée Brunehaut";;60301;"";"France";;;;"FR92801692740";1,2;-1;-1;;"nokefa@gmail.com";;"actif";;;;"";"OB RESEAUX";;"Euro";"SAS";10000;"non";"non";"non";;"prelevement";"";"";;;;;"30/09/2015";11707;2720;178222;177552;-63789;0;3922;
12609;"C.I.T.P.";321686900;"BETHUNE";;;;;43961756400018;"2001-11-01";"suspect";"Matthieu COSSIAUX";;;"2223Z";"Fabrication d'éléments en matières plastiques pour la construction";;"tous";"2016-01-25 11:04:42";"";"France";"Société";439617564;"NC";50000;"NC";59;;"21 AV GEORGES WASHINGTON";;"BP654";62400;"";"France";;;;"FR61439617564";1,2;-1;-1;;;;"actif";;;;"";;10450498;"Euro";"SAS";700000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2014";4125273;143293;10591784;10450498;135692;0;47384;
12860;"C.P.S.A.";321567526;"ISBERGUES";"C.P.S.A.";;;;49982594100028;"2007-09-01";"suspect";"Matthieu COSSIAUX";;;"4669B";"Commerce de gros (commerce interentreprises) de fournitures et équipements industriels divers";;"tous";"2016-01-25 11:04:43";"";"France";"Société";499825941;"NC";25000;"NC";75;;"119 RUE JEAN JAURES";;;62330;"";"France";;;;"FR37499825941";1,2;-1;-1;;;;"actif";;;;"";;5393893;"Euro";"SASU";20000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2014";773301;387876;5450302;5393893;127818;23972;18246;
1119;"C.S.V.";320910263;"VILLENEUVE D'ASCQ";"CHAMPION";;;;48422644400012;"2005-08-01";"suspect";"Matthieu COSSIAUX";;;"4711D";"Supermarchés";;"tous";"2016-01-25 11:04:43";"";"France";"Société";484226444;"NC";75000;"NC";63;;"10 PL DE LA REPUBLIQUE";;;59650;"";"France";;;;"FR69484226444";1,2;-1;-1;;;;"actif";;;;"";;12237013;"Euro";"SARL unipersonnelle";15000;"non";"non";"non";;"prelevement";"";"";;;;;"31/03/2015";574326;447377;12250416;12237013;187543;2685;635;
12810;"C.S.V.";320910263;"VILLENEUVE D ASCQ";"C.S.V VILLENEUVE D ASCQ";;;;48422644400012;"2005-08-01";"suspect";"Matthieu COSSIAUX";;;"4711D";"Supermarchés";;"tous";"2014-03-13 15:52:44";"";"France";"Entreprise";484226444;"NC";75000;"NC";63;;"10 PLACE DE LA REPUBLIQUE";;;59650;"";"France";;;;"FR69484226444";1,2;50,626;3,14935;;;;"actif";;;;"";;12237013;"Euro";"SARL unipersonnelle";15000;;"non";"non";;"prelevement";"";"";;;;;"31/03/2015";574326;447377;12250416;12237013;187543;2685;635;
8629;"C.V. DISTRIBUTION";;"ROUBAIX";;;;;44033418300025;"2002-01-01";"suspect";"Matthieu COSSIAUX";;"RENE TOULEMONDE SARL";"514S";"Autres commerces de gros de biens de consommation";;"tous";"2015-08-28 09:05:28";"";"France";"Particulier";440334183;"NC";;"NC";;;"34 RWINSTON CHURCHILL";;;59100;"";"France";;;;"FR10440334183";1,2;-1;-1;;;;"actif";;;;"";;707353;"Euro";"SARL";24000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2006";385413;17015;709480;707353;25509;0;1337;
12237;"CA DIFFUSION";320251370;"HALLUIN";;;;;38491999900035;"1992-04-01";"suspect";"Matthieu COSSIAUX";;;"4645Z";"Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté";;"tous";"2016-01-25 11:04:42";"";"France";"Société";384919999;"NC";150000;"NC";73;;"1 ZI DE LA ROUGE PORTE";;;59250;"";"France";;;;"FR35384919999";1,2;-1;-1;320251384;;;"actif";;;;"";;9149267;"Euro";"SARL";380000;"non";"non";"non";;"prelevement";"";"";;;;;"31/12/2014";1267297;592324;9164380;9149267;207007;4429;11153;
