Référence;Désignation;Sous catégorie;Fabriquant ;commentaire ;Prix d'achat;Fournisseur
0615990M1H;COMBO KIT 2 OUTILS 18V : Perceuse-Visseuse GSR 18V-21 + Meuleuse angulaire GWX 18V-8 (C) X-LOCK;COMBO KITS;BOSCH;;455;
0615990N2W;COMBO KIT 2 OUTILS 18V : Perceuse-Visseuse GSR 18V-110 C + Visseuse à chocs GDR 18V-210 C + batteries GBA 18V 2x5,0Ah + chargeur GAL 1880 L;COMBO KITS;BOSCH;;625;
0615990N33;COMBO KIT 2 OUTILS 18V : Meuleuse angulaire GWS 18V-10 PC + Perforateur SDS Plus GBH 18V-26  + batterie ProCORE18V 2x5,5Ah + chargeur GAL 1880 XL;COMBO KITS;BOSCH;;839;
0615990M4A;COMBO KIT 2 OUTILS 18V : Perceuse-Visseuse à percussion GSB 18V-55 + Meuleuse angulaire GWS 18V-7 + batterie GBA 18V 2x4,0Ah + chargeur GAL 18V-40 SAC;COMBO KITS;BOSCH;;469;
06019G5107;COMBO KIT 2 OUTILS 18V : Perceuse-Visseuse GSR 18V-28 + Visseuse à chocs GDR 18V-160 + batterie GBA 18V 2x4,0Ah  L;COMBO KITS;BOSCH;;505;
06019J0204;COMBO KIT 2 OUTILS 18V : Perceuse-Visseuse GSR 18V-60 C + Visseuse à chocs GDX 18V-210 C + batterie ProCORE18V 2x4,0Ah + Chargeur GAL 18V-40 L;COMBO KITS;BOSCH;;649;
06019J2207;COMBO KIT 2 OUTILS 18V : Visseuse à chocs GDX 18V-200 + Perceuse-Visseuse GSR 18V-55 + Batteries GBA 18V 2x4,0Ah + Chargeur GAL 18V-40 LC;COMBO KITS;BOSCH;;509;
06019J2208;COMBO KIT 2 OUTILS 18V : Visseuse à chocs GDX 18V-200 + Perceuse-Visseuse à percussion GSB 18V-55 + Batteries GBA 18V 2x4,0Ah + Charegeur GAL 18V-40 LC;COMBO KITS;BOSCH;;525;
06019J2209;COMBO KIT 2 OUTILS 18V :  Visseuse à chocs GDX 18V-200 + Perceuse-Visseuse GSR 18V-60 + Batteries GBA 18V 2x5,0Ah + Chargeur GAL 18V-40 LC;COMBO KITS;BOSCH;;549;
06019J2108;COMBO KIT 2 OUTILS 18V : Visseuse à chocs GDR 18V-200 + Perceuse-Visseuse GSR 18V-55 + Batteries GBA 18V 2x4,0Ah + Chargeur GAL 18V-40 LC;COMBO KITS;BOSCH;;495;
0615990M63;COMBO KIT 2 OUTILS 18V : Visseuse à chocs GDR 18V-200 + Projecteur de chantier GLI 18V-1900 + Batterie GBA 18V 1x2,0Ah + Batterie GBA 18V 1x4,0Ah + Chargeur GAL 18V-40 + Toolbag (C);COMBO KITS;BOSCH;;399;
0615990M0R;COMBO KIT 2 OUTILS 18V : Perceuse-Visseuse GSR 18V-28 + Perforateur SDS Plus GBH 18V-21 + Batteries GBA 18V 2x4,0Ah L;COMBO KITS;BOSCH;;525;
0615A50037;COMBO KIT 2 OUTILS 18V  : Meuleuse angulaire GWS 18V-7 + Perforateur SDS Plus GBH 18V-22 + Batteries GBA 18V 2x4,0Ah + Chargeur GAL 18V-40 SAC;COMBO KITS;BOSCH;;535;
0615A50038;COMBO KIT 2 OUTILS 18V : Perceuse-Visseuse GSR 18V-45 + Perforateur SDS Plus GBH 18V-22 + Batteries GBA 18V 2x4,0Ah + Chargeur GAL 18V-40 SAC;COMBO KITS;BOSCH;;539;
0615A5003C;COMBO KIT 2 OUTILS 18V : Perforateur SDS Plus GBH 18V-22 +  Perforateur SDS Plus GBH 18V-36 C+ Batterie ProCORE18V 2x8,0Ah + Chargeur GAL 1880 CV L;COMBO KITS;BOSCH;;1215;
0615A50039;COMBO KIT 2 OUTILS 18V : Perceuse-Visseuse à percussion GSB 18V-45 + Perforateur SDS Plus GBH 18V-22 + Batteries GBA 18V 2x4,0Ah + Chargeur GAL 18V-40 (C);COMBO KITS;BOSCH;;539;
0615990M0P;COMBO KIT 2 OUTILS 18V : Perceuse-Visseuse GSR 18V-21 + Perforateur SDS Plus GBH 18V-21 + Batterie GBA 18V 1x2,0Ah + Batterie GBA 18V 1x4,0Ah + chargeur GAL 1880 + ACC (C);COMBO KITS;BOSCH;;465;
0615990M0V;COMBO KIT 3 OUTILS 18V : Perceuse-Visseuse GSR 18V-28 + Perforateur GBH 18V-20 + Meuleuse angulaire GDX 18V-180 + Batteries ProCORE18V 3x4,0Ah + Chargeur GAL 18V-40 L ;COMBO KITS;BOSCH;;729;
0615990N31;COMBO KIT 3 OUTILS 18V : Perceuse-Visseuse à percussion GSB 18V-45 + GDX Visseuse à chocs-boulonneuse 18V-200 + Meuleuse angulaire GWS 18V-7 + Baterries GBA 18V 2x5,0Ah + Chargeur GAL 18V-40 SAC;COMBO KITS;BOSCH;;569;
0615990N29;COMBO KIT 3 OUTILS 18V : Perceuse-Visseuse à percussion GSB 18V-45 + Meuleuse-Angulaire GWS 18V-10 +Perforateur SDS Plus GBH 18V-21 + Batteries GBA 18V 2x5,0Ah + Batterie ProCORE18V 1x5,5Ah + Chargeur GAL 18V-40 SAC (C);COMBO KITS;BOSCH;;755;
0615990M3C;COMBO KIT 3 OUTILS 18V : Perceuse-Visseuse GSR 18V-28 + Meuleuse angulaire GWS 18V-10 + Perforateur SDS Plus GBH 18V-26 + Batterie ProCORE18V 1x4,0Ah + Batterie GBA 1x8,0Ah + Chargeur GAL 1880  SAC (C);COMBO KITS;BOSCH;;835;
0615A50035;COMBO KIT 3 OUTILS 18V : Perceuse-Visseuse GSR 18V-55 + Meuleuse angulaire GWS 18V-7 +  Perforateur SDS Plus GBH 18V-22 + Batteries ProCORE18V 2x4,0Ah + Chargeur GAL 18V-40 SAC;COMBO KITS;BOSCH;;659;
0615A5003B;COMBO KIT 3 OUTILS 18V : Perceuse-Visseuse GSR 18V-55 + Visseuse à chocs-Boulonneuse GDX 18V-200 +  Perforateur SDS Plus GBH 18V-22 + Batteries ProCORE18V 3x4,0Ah + Chargeur GAL 1880 (C);COMBO KITS;BOSCH;;789;
0615990M0S;COMBO KIT 3 OUTILS 18V : Perceuse-Visseuse GSR 18V-110 C + Meuleuse-Angulaire X-LOCK GWX 18V-10 P + Perforateur SDS Plus GBH 18V-26 F + Batteries GBA 18V 2x4,0Ah + Batterie GBA 18V 1x3,0Ah + Chargeur GAL 18-40 (C);COMBO KITS;BOSCH;;729;
0615990M0W;COMBO KIT 3 OUTILS 18V : Perceuse-Visseuse GSR 18V-28 +  Perforateur SDS Plus GBH 18V-21 + Meuleuse angulaire GWS 18V-LI + Batteries GBA 2x5,0Ah + Chargeur GAL 1880 CV SAC;COMBO KITS;BOSCH;;629;
0615990N2X;COMBO KIT 3 OUTILS 18V : Perceuse-Visseuse GSR 18V-110 C +  Meuleuse-Angulaire X-LOCK GWX 18V-10 P +  Perforateur SDS Plus GBH 18V-26 F + Batterie ProCORE18V 1x8,0Ah + Chargeur GAL 18V-160 XL;COMBO KITS;BOSCH;;1049;
0615990N38;COMBO KIT 3 OUTILS 18V :  Perceuse-Visseuse à percussion GSB 18V-110 C + Scie circulaire GKS 18V-68 GC + Scie sabre GSA 18V-28 + Batterie ProCORE18V 1x4,0Ah + Batteries ProCORE18V 2x5,5Ah + ChargeurGAL 1880 CV L;COMBO KITS;BOSCH;;1209;
0615990N32;COMBO KIT 4 OUTILS 18V : Perceuse-Visseuse GSR 18V-110 C + Visseuse à chocs-Boulonneuse GDX 18V-210 C + Meuleuse angulaire GWS 18V-10 + Perforateur SDS Plus GBH 18V-24 C  + Batterie ProCORE18V 1x4,0Ah + 2x5,5Ah + Chargeur GAL 1880 CV L;COMBO KITS;BOSCH;;1165;
0615990N34;COMBO KIT 4 OUTILS 18V :  Perceuse-Visseuse GSR 18V-90 C + Visseuse à chocs GDR 18V-210 C + Perforateur SDS Plus GBH 18V-24 C + Découpeur-ponceur GOP 18V-28 + Batterie ProCORE18V 1x4,0Ah + ProCORE18V 2x5,5Ah + Chargeur GAL 1880 CV L;COMBO KITS;BOSCH;;1175;
0615990N37;COMBO KIT 4 OUTILS 18V: Perceuse-Visseuse GSR 18V-90 C + Visseuse à chocs-Boulonneuse GDX 18V-210 C + Perforateur SDS Plus GBH 18V-24 C +  Scie sabre GSA 18V-28 + Batteries ProCORE18V 1x4,0Ah + 2x5,5Ah + Chargeur GAL 1880 CV L;COMBO KITS;BOSCH;;1235;
0615990N36;COMBO KIT 4 OUTILS 18V: Perceuse-Visseuse GSR 18V-90 C + Scie plongeante GKT 18V-52 GC + Scie sauteuse GST 18V-155 SC+ Ponceuse excentrique GEX 18V-125 + Batteries ProCORE18V 1x4,0Ah + 2x 5,5Ah + Chargeur GAL 1880CV L;COMBO KITS;BOSCH;;1375;
0615990N3A;COMBO KIT 4 OUTILS 18V : Perceuse-Visseuse GSR 18V-90 C+ Meuleuse angulaire GWS 18V-15 PSC + Scie circulaire GKM 18V-50 + Meuleuse droite GGS 18V-23 PLC + Batteries ProCORE18V 1x 4,0Ah + 2x 5,5Ah + Chargeur GAL 1880CV L;COMBO KITS;BOSCH;;1335;
0615990K11;COMBO KIT 5 OUTILS: GSA + GSR + GOP + GDR + GLI + 3x2,0Ah L;COMBO KITS;BOSCH;;509;
0615990M2X;COMBO KIT 5 OUTILS 18V: Perceuse à percussion GSB 18V-60C+ Meuleuse angulaire GWS 18V-10+ Perforateur SDS Plus GBH 18V-26 +Scie sabre GSA 18V-LI +Projecteur de chantier GLI 18V-1200 C +ProCORE18V 1x4,0Ah+2x8,0Ah +Chargeur GAL 1880 CV 2XL;COMBO KITS;BOSCH;;1409;
0615A5003D;COMBO KIT 5 OUTILS 18V: Perceuse-Visseuse GSR 18V-55 + Scie sauteuse GST 18V-125 S + Scie circulaire GKS 18V-57-2 + Scie sabre GSA 18V-28 + Visseuse à chocs-Boulonneuse GDX 18V-200 + Batteries GBA 3x4,0Ah + Chargeur GAL 18V-40 + SAC (C) ;COMBO KITS;BOSCH;;1135;
0615990N39;COMBO KIT 5 OUTILS 18V : Perceuse-Visseuse GSR 18V-55 + Meuleuse angulaire GWS 18V-10 + Scie circulaire GKS 18V-57-2 + Scie sabre GSA 18V-LI + Scie sauteuse GST 18V-125 B + Batteries GBA 3x4,0Ah + Chargeur GAL 1880 CV (C);COMBO KITS;BOSCH;;1075;
0615990L59;COMBO KIT 5 OUTILS 18V: Perceuse-Visseuse GSR 18V-28+ Scie sauteuse GST 18V-LI S+ Meuleuse angulaire GWS 18-125 V-LI+ Scie circulaire GKS 18V-LI+ Scie sabre GSA 18V-LI C + Batteries GBA 3x4,0Ah + Chargeur GAL 18V-40 SAC;COMBO KITS;BOSCH;;1085;
0615A5004E;COMBO KIT 5 OUTILS 18V: Perceuse-Visseuse GSR 18V-55+  Meuleuse angulaire GWS 18V-10 + Scie circulaire GKS 18V-57-2+ Scie sabre GSA 18V-LI + Scie sauteuse GST18V-125 S + Batteries GBA 3x4,0Ah + Chargeur GAL 18V-40 CV L;COMBO KITS;BOSCH;;1065;
0615990K9H;COMBO KIT 8 OUTILS : GSR/GDR/GBH/GWS/GKS/GSA/GOP/GLI 4x5,0Ah;COMBO KITS;BOSCH;;1799;
0615A5004A;COMBO KIT 8 OUTILS 18V: Perceuse à percussion GSB 18V-110 C+Meuleuse GWS 18V-7+ Perforateur GBH 18V-24 C+Visseuse à chocs GDR 18V-200 + Scie circulaire GKS 18V-57-2+ Scie sabre GSA 18V-32+ Découpeur ponceur GOP 18V-34+Lampe GLI 18V-300 L;COMBO KITS;BOSCH;;1749;
0615A5004G;COMBO KIT 10 OUTILS 18V: GSB 18V-110 C+ GWS 18V-7+ GBH 18V-24 C+ GDR 18V-200 + GDS 18V-330 HC + GKS 18V-57-2+ GSA 18V-32+ GOP 18V-34+ GST 18V-125 S + GEX 18V-125 + GBA 18V 3x5,0Ah +Chargeur GAL 1880 CV L ;COMBO KITS;BOSCH;;2155;
06008D0000;Coupe bordure GRT 18V-33 solo (C);COUPE BORDURE;BOSCH;;275;
06008D1000;Debroussailleuse sans fil GFR 18V-23 solo (C);DEBROUSSAILLEUSE;BOSCH;;305;
06012A6501;Décapeur thermique sans fil GHG 18V-50 L;DECAPEUR THERMIQUE;BOSCH;;219;
06012A6500;Décapeur thermique sans fil GHG 18V-50 (C);DECAPEUR THERMIQUE;BOSCH;;195;
06012A6400;Décapeur thermique GHG 20-60 (C) ;DECAPEUR THERMIQUE;BOSCH;;179;
06012A6300;Décapeur thermique GHG 23-66 (coffret);DECAPEUR THERMIQUE;BOSCH;;195;
06012A6301;Décapeur thermique GHG 23-66 + accessoires (coffret);DECAPEUR THERMIQUE;BOSCH;;225;
06012A6303;Décapeur thermique GHG 23-66 solo L;DECAPEUR THERMIQUE;BOSCH;;0;
060160A100;Defouceuse GKF 600 (coffret);DEFONCEUSE;BOSCH;;235;
601626000;Defonceuse GOF 1250 CE (C);DEFONCEUSE;BOSCH;;475;
0601626001;Defonceuse GOF 1250 CE L ;DEFONCEUSE;BOSCH;;505;
06188000L6;Adaptateur batterie GAA 18V-48 solo (C);EPI (veste chauffante);BOSCH;;39;
0601620100;Fraiseuse à lamelles sans fil GFF 18V-22 solo (C);FRAISEUSE;BOSCH;;389;
0601620003;Fraiseuse à lamelles GFF 22 A COFFRET STANDARD ;FRAISEUSE ;BOSCH;;595;
0601620101;Fraiseuse à lamelles sans fil GFF 18V-22 solo L;FRAISEUSE ;BOSCH;;425;
06014A1000;Lampe sans fil GLI 12V-300 solo (C);LAMPE;BOSCH;;65;
06014A0000;Lampe sans fil GLI 12V-330 solo (C);LAMPE;BOSCH;;85;
0601437V00;Lampe sans fil GLI 12V-80 solo (C);LAMPE;BOSCH;;45;
06014A1100;Lampe sans fil GLI 18V-300 solo (C);LAMPE;BOSCH;;69;
0601443600;Lampe sans fil GLI 18V-800 solo (C);LAMPE;BOSCH;;99;
0601446700;Lampe sans fil GLI 18V-1200 C solo (C);LAMPE;BOSCH;;119;
601446400;Lampe sans fil GLI 18V-1900 solo (C);LAMPE;BOSCH;;139;
0601446501;Lampe sns fil GLI 18V-2200 C solo (C);LAMPE;BOSCH;;179;
0601446800;Lampe sans fil GLI 18V-4000 C solo (C);LAMPE;BOSCH;;255;
0601446900;Lampe sans fil GLI 18V-10000 C solo (C);LAMPE;BOSCH;;355;
601443400;Lampe GLI VariLED solo (C);LAMPE;BOSCH;;79;
06188000MT;Trepied GLT 300-40 (C);LAMPE;BOSCH;;169;
06011A7000;Agitateur filaire GRW 12E 1200W (C);MALAXEUR;BOSCH;;439;
06011A8000;Agitateur filaire GRW 18-2 E 1800W (C) ;MALAXEUR;BOSCH;;599;
06011C4020;Malaxeur GRW 140 (C);MALAXEUR;BOSCH;;189;
0611905300;Marteau perforateur GBH 18V-LI Compact solo (C);MARTEAU-PERFORATEUR;BOSCH;;255;
0615990M9P;Marteau-perforateur sans fil SDS PLUS GBH 18V-21 + batterie ProCORE18V 5,5Ah + batterie GBA 18V 4,0Ah + chargeur GAL L;MARTEAU-PERFORATEUR;BOSCH;;425;
0611911102;Marteau-perforateur sans fil SDS PLUS GBH 18V-21 + batteries GBA 2x4,0Ah + chargeur GAL 18V-40 L;MARTEAU-PERFORATEUR;BOSCH;;465;
0611911101;Marteau-perforateur sans fil SDS PLUS GBH 18V-21 solo L;MARTEAU-PERFORATEUR;BOSCH;;269;
0611911100;Marteau-perforateur sans fil SDS PLUS GBH 18V-21 solo (C);MARTEAU-PERFORATEUR;BOSCH;;255;
0611924000;Marteau-perforateur sans fil SDS PLUS GBH 18V-22 solo (C);MARTEAU-PERFORATEUR;BOSCH;;255;
0611924001;Marteau-perforateur sans fil SDS PLUS GBH 18V-22 solo L;MARTEAU-PERFORATEUR;BOSCH;;279;
0611924002;Marteau-perforateur sans fil SDS PLUS GBH 18V-22 + batteries GBA 2x4,0Ah + chargeur GAL 18V-40 L;MARTEAU-PERFORATEUR;BOSCH;;475;
0611924003;Marteau-perforateur sans fil SDS PLUS GBH 18V-22 + système d'aspiration GDE 18V-12 + batteries GBA 2x4,0Ah + chargeur GAL 18V-40 L;MARTEAU-PERFORATEUR;BOSCH;;565;
0611924004;Marteau-perforateur sans fil SDS PLUS GBH 18V-22 solo + système d'aspiration GDE 18V-12 L;MARTEAU-PERFORATEUR;BOSCH;;299;
0611923003;Marteau-perforateur sans fil SDS PLUS GBH 18V-24 C + batteries GBA 2x5,0Ah + chargeur GAL 1880 L;MARTEAU-PERFORATEUR;BOSCH;;555;
0611923000;Marteau-perforateur sans fil SDS PLUS GBH 18V-24 C solo (C);MARTEAU-PERFORATEUR;BOSCH;;305;
0611923001;Marteau-perforateur sans fil SDS PLUS GBH 18V-24 C solo L;MARTEAU-PERFORATEUR;BOSCH;;329;
0611916000;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 D solo (coffret)  ;MARTEAU-PERFORATEUR;BOSCH;;289;
0611916001;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 D solo (C);MARTEAU-PERFORATEUR;BOSCH;;269;
0611910002;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 F + batteries GBA 2x6,0Ah + chargeur GAL 1880 CV L;MARTEAU-PERFORATEUR;BOSCH;;665;
0611910007;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 F + batteries GBA2x5,0 Ah + chargeur GAL 1880 CV L;MARTEAU-PERFORATEUR;BOSCH;;625;
061191000F;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 F + batteries ProCORE18V 2x5,5Ah + GAL 1880 L;MARTEAU-PERFORATEUR;BOSCH;;735;
0611910004;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 F + système d'aspiration GDE 18V-16 + batteries GBA 2x6,0Ah + chargeur GAL 1880 CV  L ;MARTEAU-PERFORATEUR;BOSCH;;749;
061191000G;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 F + système d'aspiration GDE 18V-16 + batteries ProCORE18V 2x5,5Ah + chargeur GAL 1880 L;MARTEAU-PERFORATEUR;BOSCH;;819;
0611909000;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 solo (C);MARTEAU-PERFORATEUR;BOSCH;;339;
0611909001;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 solo L ;MARTEAU-PERFORATEUR;BOSCH;;369;
0611910000;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 F solo (C);MARTEAU-PERFORATEUR;BOSCH;;379;
0611910001;Marteau-perforateur sans fil SDS PLUS GBH 18V-26 F solo L;MARTEAU-PERFORATEUR;BOSCH;;399;
0611919000;Marteau-perforateur sans fil SDS PLUS GBH 18V-28 DC solo (C);MARTEAU-PERFORATEUR;BOSCH;;379;
0611919001;Marteau-perforateur sans fil SDS PLUS GBH 18V-28 DC solo XL;MARTEAU-PERFORATEUR;BOSCH;;409;
0611919003;Marteau-perforateur GBH 18V-28 D solo (C);MARTEAU-PERFORATEUR;BOSCH;;379;
0611919004;Marteau-perforateur GBH 18V-28 D solo XL;MARTEAU-PERFORATEUR;BOSCH;;409;
0611919005;Marteau-perforateur GBH 18V-28 D + batteries ProCore18V 2x5,5Ah + Chargeur GAL 1880 XL;MARTEAU-PERFORATEUR;BOSCH;;699;
0611920000;Marteau-perforateur sans fil SDS PLUS GBH 18V-28 C solo (C);MARTEAU-PERFORATEUR;BOSCH;;399;
0611920001;Marteau-perforateur sans fil SDS PLUS GBH 18V-28 C solo L;MARTEAU-PERFORATEUR;BOSCH;;435;
0611921001;Marteau-perforateur sans fil SDS PLUS GBH 18V-28 CF solo L;MARTEAU-PERFORATEUR;BOSCH;;465;
0611921002;Marteau-perforateur sans fil SDS PLUS GBH 18V-28 CF + batteries ProCORE18V 2x8,0Ah + chargeur GAL 1880 CV L;MARTEAU-PERFORATEUR;BOSCH;;889;
0611921003;Marteau-perforateur sans fil SDS PLUS GBH 18V-28 CF + batteries ProCORE18V 2x8,0Ah + chargeur GAL 1880 CV + sytème d'aspiration GDE18V-16  L;MARTEAU-PERFORATEUR;BOSCH;;1035;
0611921005;Marteau-perforateur sans fil SDS PLUS GBH 18V-28 CF + batteries ProCORE18V 2x5,5Ah + GAL 1880 CV L;MARTEAU-PERFORATEUR;BOSCH;;869;
0611914002;Marteau-perforateur sans fil SDS PLUS GBH 18V-34 FC + GBA 2x8,0Ah + chargeur GAL 1880 CV + module bluetooth CoMo (coffret);MARTEAU-PERFORATEUR;BOSCH;;1099;
0611914003;Marteau-perforateur sans fil SDS PLUS GBH 18V-34 FC + batteries 2x5,5Ah + chargeur GAL 1880 CV + module bluetooth CoMo (coffret);MARTEAU-PERFORATEUR;BOSCH;;1035;
0611914001;Marteau-perforateur sans fil SDS PLUS GBH 18V-34 FC solo + module bluetooth CoMo (coffret);MARTEAU-PERFORATEUR;BOSCH;;699;
0611906003;Marteau-perforateur sans fil GBH 36V-LI PLUS + batteries GBA 2x4,0Ah Li-Ion (coffret);MARTEAU-PERFORATEUR;BOSCH;;825;
0611907000;Marteau-perforateur sans fil SDS plus GBH 36V-LI solo L;MARTEAU-PERFORATEUR;BOSCH;;459;
061190700B;Marteau-perforateur sans fil SDS plus GBH 36VF-LI + batteries 2x6,0Ah Li-Ion L;MARTEAU-PERFORATEUR;BOSCH;;995;
061190700C;Marteau-perforateur sans fil SDS PLUS GBH 36VF-LI + batteries GBA 3x4,0Ah + chargeur GAL 3680  L;MARTEAU-PERFORATEUR;BOSCH;;1005;
06112A6000;Marteau-perforateur filaire SDS PLU GBH 2-21 (coffret);MARTEAU-PERFORATEUR;BOSCH;;145;
06112A6001;Marteau-perforateur filaire SDS PLUS GBH 2-21 + mandrin SDS plus (coffret);MARTEAU-PERFORATEUR;BOSCH;;179;
06112A6002;Marteau-perforateur filaire SDS PLUS GBH 2-21 +  3 accessoires sds-plus  (coffret);MARTEAU-PERFORATEUR;BOSCH;;159;
611253500;Marteau-perforateur GBH 2-25 L-Case;MARTEAU-PERFORATEUR;BOSCH;;199;
0611250500;Marteau-perforateur filaire SDS PLUS GBH 2-23 REA (coffret);MARTEAU-PERFORATEUR;BOSCH;;325;
06112A3000;Marteau-perforateur filaire SDS PLUS GBH 2-26 (coffret) ;MARTEAU-PERFORATEUR;BOSCH;;215;
06112A3002;Marteau-perforateur filaire SDS PLUS GBH 2-26 + mandrin à clé + adaptateur (coffret);MARTEAU-PERFORATEUR;BOSCH;;229;
06112A4000;Marteau-perforateur filaire SDS PLUS GBH 2-26 F (coffret);MARTEAU-PERFORATEUR;BOSCH;;249;
06112A4003;Marteau-perforateur filaire SDS PLUS GBH 2-26 F (coffret);MARTEAU-PERFORATEUR;BOSCH;;275;
0611267500;Marteau-perforateur filaire SDS plus GBH 2-28 (coffret);MARTEAU-PERFORATEUR;BOSCH;;295;
0611267501;Marteau-perforateur filaire GBH 2-28 L;MARTEAU-PERFORATEUR;BOSCH;;309;
0611267600;Marteau-perforateur filaire SDS PLUS GBH 2-28 F L-CASE;MARTEAU-PERFORATEUR;BOSCH;;319;
0611267601;Marteau-perforateur filaire SDS PLUS GBH 2-28 F L;MARTEAU-PERFORATEUR;BOSCH;;339;
0611267604;Marteau-perforateur filaire SDS PLUS GBH 2-28 F (coffret);MARTEAU-PERFORATEUR;BOSCH;;335;
0611273000;Marteau-perforateur filaire GBH 240 F (coffret);MARTEAU-PERFORATEUR;BOSCH;;205;
0611272100;Marteau-perforateur filaire GBH 240 (coffret);MARTEAU-PERFORATEUR;BOSCH;;175;
0611272102;Marteau-perforateur filaire GBH 240 + 5 ACC (coffret);MARTEAU-PERFORATEUR;BOSCH;;179;
0611915002;Marteau-perforateur sans fil SDS MAX GBH 18V-36 C + batteries ProCORE18V 2x8,0Ah + chargeur GAL 1880 CV (coffret);MARTEAU-PERFORATEUR;BOSCH;;1125;
0611915003;Marteau-perforateur sans fil SDS MAX GBH 18V-36 C + batteries ProCORE18V 2x5,5Ah + chargeur GAL 1880 CV (coffret);MARTEAU-PERFORATEUR;BOSCH;;1059;
0611915001;Marteau-perforateur sans fil SDS MAX GBH 18V-36 C solo (coffret) ;MARTEAU-PERFORATEUR;BOSCH;;719;
0611917100;Marteau-perforateur sans fil SDS MAX GBH 18V-40 C solo XL;MARTEAU-PERFORATEUR;BOSCH;;875;
0611917102;Marteau-perforateur sans fil SDS MAX GBH 18V-40 C + batteries ProCore18V 2x8,0 Ah + GAL 1880 XL;MARTEAU-PERFORATEUR;BOSCH;;1279;
0611917103;Marteau-perforateur sans fil SDS MAX GBH 18V-40 C + batteries ProCore18V 2x5,5 Ah + chargeur GAL 1880 XL;MARTEAU-PERFORATEUR;BOSCH;;1215;
0611913002;Marteau-perforateur sans fil SDS MAX GBH 18V-45 C + batteries ProCORE 2x12,0Ah + chargeur GAL 18V-160 CV (coffret);MARTEAU-PERFORATEUR;BOSCH;;1669;
0611913000;Marteau-perforateur sans fil SDS MAX GBH 18V-45 C solo (coffret);MARTEAU-PERFORATEUR;BOSCH;;1079;
061124A000;Marteau-perforateur filaire SDS PLUS GBH 3-28 DFR (coffret);MARTEAU-PERFORATEUR;BOSCH;;425;
061124A004;Marteau-perforateur filaire SDS PLUS GBH 3-28 DFR  L;MARTEAU-PERFORATEUR;BOSCH;;429;
0611332104;Marteau-perforateur filaire SDS PLUS GBH 4-32 DFR + accessoires L;MARTEAU-PERFORATEUR;BOSCH;;689;
0611332101;Marteau-perforateur filaire SDS PLUS GBH 4-32 DFR + accessoires (coffret);MARTEAU-PERFORATEUR;BOSCH;;685;
0611269001;Marteau-perforateur filaire SDS MAX GBH 5-40 D  (coffret);MARTEAU-PERFORATEUR;BOSCH;;685;
0611264000;Marteau-perforateur filaire SDS MAX GBH 5-40 DCE (coffret) ;MARTEAU-PERFORATEUR;BOSCH;;789;
0611264009;Marteau-perforateur filaire SDS MAX GBH 5-40 DCE (coffret);MARTEAU-PERFORATEUR;BOSCH;;805;
0611264008;Marteau-perforateur filaire SDS MAX GBH 5-40 DCE  + 4 burins (coffret);MARTEAU-PERFORATEUR;BOSCH;;805;
0611265100;Marteau-perforateur filaire SDS MAX GBH 8-45 D (coffret);MARTEAU-PERFORATEUR;BOSCH;;995;
0611265103;Marteau-perforateur filaire SDS MAX GBH 8-45 D (coffret) ;MARTEAU-PERFORATEUR;BOSCH;;1019;
0611265000;Marteau-perforateur filaire SDS MAX GBH 8-45 DV (coffret);MARTEAU-PERFORATEUR;BOSCH;;1069;
0611266100;Marteau-perforateur filaire SDS MAX GBH 12-52 D (coffret);MARTEAU-PERFORATEUR;BOSCH;;1169;
0611266000;Marteau-perforateur filaire SDS MAX GBH 12-52 DV (coffret);MARTEAU-PERFORATEUR;BOSCH;;1345;
0611278020;Marteau-perforateur filaire GBH 6-42 C (coffret);MARTEAU-PERFORATEUR;BOSCH;;809;
0611320703;Marteau-piqueur filaire SDS MAX GSH 3 E (coffret);MARTEAU-PIQUEUR ;BOSCH;;435;
0611338700;Marteau-piqueur filaire SDS MAX GSH 5 (coffret);MARTEAU-PIQUEUR ;BOSCH;;479;
0611321000;Marteau-piqueur filaire SDS MAX GSH 5 CE (coffret);MARTEAU-PIQUEUR ;BOSCH;;679;
0611322000;Marteau-piqueur filaire SDS MAXGSH 7 VC  (coffret);MARTEAU-PIQUEUR ;BOSCH;;879;
0611316703;Marteau-piqueur filaire GSH 11 E (coffret);MARTEAU-PIQUEUR ;BOSCH;;815;
0611316796;Marteau-piqueur filaire GSH 11 E (coffret);MARTEAU-PIQUEUR ;BOSCH;;815;
0611336000;Marteau-piqueur filaire SDS MAX GSH 11 VC (coffret);MARTEAU-PIQUEUR ;BOSCH;;1065;
0611344020;Marteau-piqueur filaire GSH 14 C +  1 burin hex22 (coffret);MARTEAU-PIQUEUR ;BOSCH;;1190;
1600A02JY7;Chariot GHT 130 (C);MARTEAU-PIQUEUR ;BOSCH;;1495;
