"TYPE";"Référence";"Désignation";"Etat";"Commentaire";"Prix d'achat dont ecotaxe";"EcoTaxe";"Eco Mobilier";"Type";"Fournisseur";"Fabriquant";"Catégorie";"Sous Catégorie";"Loyer";"Durée";"Visible sur le site";"EAN";"Description";"id_document_contrat :";"url image"
"PRODUIT PRINCIPAL";"28586OBE92463OBE";"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - avec pro/déclive du dossier - 62 cm";"actif";"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - avec pro/déclive du dossier - 62 cm";1328,33;0;0;"Fixe";"SLI19120442";"Mobercas";"MEDICAL";"Tables d'examen électriques";27,670423;60;"Oui";;"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - avec pro/déclive du dossier - 62 cm";;"https://www.hexamed-leasing.fr/33688-home_default/divan-d-examen-electrique-mobercas-ce-2129-1-moteur.jpg"
"PRODUIT PRINCIPAL";"28587OBE92463OBE";"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - avec pro/déclive du dossier - 70 cm";"actif";"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - avec pro/déclive du dossier - 70 cm";1385;0;0;"Fixe";"SLI19120442";"Mobercas";"MEDICAL";"Tables d'examen électriques";28,786822;60;"Oui";;"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - avec pro/déclive du dossier - 70 cm";;"https://www.hexamed-leasing.fr/33688-home_default/divan-d-examen-electrique-mobercas-ce-2129-1-moteur.jpg"
"PRODUIT PRINCIPAL";"28588OBE92463OBE";"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - sans pro/déclive du dossier - 62 cm";"actif";"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - sans pro/déclive du dossier - 62 cm";1347,5;0;0;"Fixe";"SLI19120442";"Mobercas";"MEDICAL";"Tables d'examen électriques";28,048072;60;"Oui";;"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - sans pro/déclive du dossier - 62 cm";;"https://www.hexamed-leasing.fr/33688-home_default/divan-d-examen-electrique-mobercas-ce-2129-1-moteur.jpg"
"PRODUIT PRINCIPAL";"28589OBE92463OBE";"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - sans pro/déclive du dossier - 70 cm";"actif";"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - sans pro/déclive du dossier - 70 cm";1404,17;0;0;"Fixe";"SLI19120442";"Mobercas";"MEDICAL";"Tables d'examen électriques";29,164471;60;"Oui";;"Divan d'examen électrique Mobercas CE-2129 (1 moteur) - sans pro/déclive du dossier - 70 cm";;"https://www.hexamed-leasing.fr/33688-home_default/divan-d-examen-electrique-mobercas-ce-2129-1-moteur.jpg"
"PRODUIT PRINCIPAL";"20702RAF92474RAF";"Cardiotocographe / Moniteur foetal gémellaire Luckcome Leto 8 avec VCT - sans sacoche";"actif";"Cardiotocographe / Moniteur foetal gémellaire Luckcome Leto 8 avec VCT - sans sacoche";1908,33;0;0;"Portable";"SLI19120442";"FRAFITO";"MEDICAL";"Cardiotocographes";37,868325;60;"Oui";;"Cardiotocographe / Moniteur foetal gémellaire Luckcome Leto 8 avec VCT - sans sacoche";;"https://www.hexamed-leasing.fr/24006-home_default/cardiotocographe-moniteur-foetal-gemellaire-luckcome-leto-8.jpg"
"PRODUIT PRINCIPAL";"28641RAF-PACK92474RAF";"Cardiotocographe / Moniteur foetal gémellaire Luckcome Leto 8 avec VCT - avec sacoche standard";"actif";"Cardiotocographe / Moniteur foetal gémellaire Luckcome Leto 8 avec VCT - avec sacoche standard";1962,5;0;0;"Portable";"SLI19120442";"FRAFITO";"MEDICAL";"Cardiotocographes";38,935474;60;"Oui";;"Cardiotocographe / Moniteur foetal gémellaire Luckcome Leto 8 avec VCT - avec sacoche standard";;"https://www.hexamed-leasing.fr/24006-home_default/cardiotocographe-moniteur-foetal-gemellaire-luckcome-leto-8.jpg"
"PRODUIT PRINCIPAL";"28642RAF-PACK92474RAF";"Cardiotocographe / Moniteur foetal gémellaire Luckcome Leto 8 avec VCT - avec sacoche à roulettes (sac+trolley)";"actif";"Cardiotocographe / Moniteur foetal gémellaire Luckcome Leto 8 avec VCT - avec sacoche à roulettes (sac+trolley)";1962,5;0;0;"Portable";"SLI19120442";"FRAFITO";"MEDICAL";"Cardiotocographes";38,935474;60;"Oui";;"Cardiotocographe / Moniteur foetal gémellaire Luckcome Leto 8 avec VCT - avec sacoche à roulettes (sac+trolley)";;"https://www.hexamed-leasing.fr/24006-home_default/cardiotocographe-moniteur-foetal-gemellaire-luckcome-leto-8.jpg"
"PRODUIT PRINCIPAL";"28648CHI";"Sacoche de transport avec mousse pour ECG Schiller Cardiovit AT101";"actif";"Sacoche de transport avec mousse pour ECG Schiller Cardiovit AT101";121,89;0;0;"Sans objet";"SLI19120442";"Schiller";"MEDICAL";"Accessoires pour matériel de diagnostic général";2,594687;60;"Oui";;"Sacoche de transport avec mousse pour ECG Schiller Cardiovit AT101";;"https://www.hexamed-leasing.fr/33890-home_default/sacoche-de-transport-avec-mousse-pour-ecg-schiller-cardiovit-at1-ancienne-version-et-at101.jpg"
"PRODUIT PRINCIPAL";"17939LEC";"Audiomètre Electronica 600M - informatisé (liaison USB)";"actif";"Audiomètre Electronica 600M - informatisé (liaison USB)";833,33;0;0;"Portable";"SLI19120442";"Electronica Technologies";"MEDICAL";"Matériel d'audiométrie";16,610055;60;"Oui";;"Audiomètre Electronica 600M - informatisé (liaison USB)";;"https://www.hexamed-leasing.fr/25073-home_default/audiometre-electronica-600m-informatise-liaison-usb.jpg"
"PRODUIT PRINCIPAL";"28652LEC91120LEC";"Audiomètre de dépistage Electronica 9910 - Mallette 9910 seule (casque Radioear DD45 et coques Peltor)";"actif";"Audiomètre de dépistage Electronica 9910 - Mallette 9910 seule (casque Radioear DD45 et coques Peltor)";1124,17;0;0;"Portable";"SLI19120442";"Electronica Technologies";"MEDICAL";"Matériel d'audiométrie";22,339603;60;"Oui";;"Audiomètre de dépistage Electronica 9910 - Mallette 9910 seule (casque Radioear DD45 et coques Peltor)";;"https://www.hexamed-leasing.fr/22652-home_default/audiometre-de-depistage-electronica-9910.jpg"
"PRODUIT PRINCIPAL";"28653LEC91120LEC";"Audiomètre de dépistage Electronica 9910 - Mallette 9910 seule + batterie (casque Radioear DD45 et coques Peltor)";"actif";"Audiomètre de dépistage Electronica 9910 - Mallette 9910 seule + batterie (casque Radioear DD45 et coques Peltor)";1375;0;0;"Portable";"SLI19120442";"Electronica Technologies";"MEDICAL";"Matériel d'audiométrie";27,280954;60;"Oui";;"Audiomètre de dépistage Electronica 9910 - Mallette 9910 seule + batterie (casque Radioear DD45 et coques Peltor)";;"https://www.hexamed-leasing.fr/22652-home_default/audiometre-de-depistage-electronica-9910.jpg"
