"SIRET";"NOM";"site web";"campagne";"contact1";"contact2";"contact3";"suivi1"
"48009405100061";"HACH LANGE FRANCE";"https://fr.hach.com/spectrophotometres/spectrophotometre-portable-dr1900/family?productCategoryId=25113990758";"divers GUY Juin2020";"Lionel Ginisto Dr Gal";"https://www.linkedin.com/in/frederic-soumet-b7001550/?originalSubdomain=fr";"https://www.linkedin.com/in/dominique-conjard-96990764/?originalSubdomain=fr";"mr frederic soumet - 0615 58 85 09  - ils font avec un syst de locations service avec un leaser qui est arrivé avecle nouvo Dg - il se voit pas proposer autre chose - matériel qui dure 5 ans - location pure - utilise quand ils ont du mal à passer en prix - "
"32762125600038";"HBP ASSOCIES";"http://hbp.eshop-alliance.com/conference/visioconference/salle-de-visioconference.html";"divers GUY Juin2020";;;;"visioconference"
"42200636100022";"INDIS RESEAUX";"https://indis.proshop-alliance.com/";"divers GUY Juin2020";;;;"j'ai eu accueil - discussion sur le groupe alliance : indpdt regroupé "
"43306197500036";"ITANCIA";"https://www.itancia.com/distribution/";"divers GUY Juin2020";"https://www.linkedin.com/in/philippe-gasnier-9463a557/?originalSubdomain=fr";"https://www.linkedin.com/in/daniel-tranchand-itancia-3705b83/?originalSubdomain=fr";"https://www.linkedin.com/in/eric-masson/?originalSubdomain=fr";"utilise la loc financière"
"79991104500026";"KEYSIGHT TECHNOLOGIES FRANCE SAS";"https://www.keysight.com/en/pcx-x2015004/oscilloscopes?nid=-32546.0.00&lc=eng&cc=US";"divers GUY Juin2020";"https://www.linkedin.com/in/stephanematyas/?originalSubdomain=fr";"https://www.linkedin.com/in/margaux-duthoit-08b69384/?originalSubdomain=fr";;"tél du 19/05/2020 margaux dutoit doit revenir vers moi - le chef mr matyas devrait me rappeler - "
"38037911500039";"KYOCERA DOCUMENTS SOLUTIONS FRANCE";"https://france.kyocera.com/contact/index.html";"divers GUY Juin2020";"https://www.linkedin.com/in/jansustronck/?originalSubdomain=fr";;;"un aul qu'elle diffuse aux commerciaux"
"72204522600106";"M B ELECTRONIQUE";"https://www.mbelectronique.fr/b1-184-Cycleur-de-batterie";"divers GUY Juin2020";"https://www.linkedin.com/in/didier-besse-6aaa5550/?originalSubdomain=fr";"https://www.linkedin.com/in/laurent-gilli/?originalSubdomain=fr";"https://www.linkedin.com/in/herve-robin/?originalSubdomain=fr";"vente par internet"
"71980481700034";"MILEXIA FRANCE";"https://www.milexia.fr/node/1003";"divers GUY Juin2020";"https://www.linkedin.com/in/thierry-grenut-78b2bb16/?originalSubdomain=fr";"https://www.linkedin.com/in/david-gravoueille-0b80b628/?originalSubdomain=fr";"https://www.linkedin.com/in/vincent-milliot-915ba7a9/?originalSubdomain=fr";"interesse pas parce que travaille avec secteur publique ce qui passe par des budgets d'investissement - et des capex-opex"
"80495901300025";"NATIONAL INSTRUMENTS FRANCE SAS";"https://www.ni.com/fr-fr/shop/select/multifunction-io-device";"divers GUY Juin2020";"Benoît desplombain";"https://www.linkedin.com/in/benoit-desplombain-84354030/?originalSubdomain=fr";"https://www.linkedin.com/in/cyril-masselis-64976530/?originalSubdomain=fr";"mr masselis :  cyril.masselis@ni.com - bon contact 1/ ne pense pas que la direction va valider l'aspect financier des choses - 2/ses clients ne demandent pas et n'ont pas d'envie dans le domaine - 3/ les matériels les cartes E/S restent dans les matériels des clients - pas d'évolution"
"42873760500033";"NOVAR FRANCE";"https://www.esser-systems.com/fr/produits/liste/222/";"divers GUY Juin2020";;"https://www.esser-systems.com/fileadmin/uploads/_fr/flyer_Welcome_pack_2019_carte_couleur.pdf";;"message chez le commercial du nord"
"39479043000018";"P.N.Y.TECHNOLOGIES EUROPE";"http://www.pny.eu/en/promo/prevailpro";"divers GUY Juin2020";;;;"Fabricant & vte par Dr"
"38044418200022";"PRIMO";"http://primo.eshop-alliance.com/";"divers GUY Juin2020";;"https://www.linkedin.com/in/carmen-ejido-40770a6b/?originalSubdomain=fr";;"site internet"
"32735685300215";"ROCKWELL AUTOMATION SAS";"https://ab.rockwellautomation.com/fr/programmable-controllers/controllogix/5580-controllers#whatsnew";"divers GUY Juin2020";;;;"l'accueil n'a pas l'info - tt se passe aux Etats-Unis"
"65204354800161";"ROHDE & SCHWARZ FRANCE SAS";"https://www.rohde-schwarz.com/fr/produits/test-et-mesure/analyseurs-de-reseau/apercu-pg_64043.html";"divers GUY Juin2020";"Yvan Keromnes";"https://www.linkedin.com/in/pascal-damotte-65873634/?originalSubdomain=fr";"Yann Auffret";
"45166834700045";"SCANSOURCE VIDEO COMMUNICATIONS";"https://www.scansource.eu/fr/technology/avuc/brands/barco";"divers GUY Juin2020";"Fabien";"Galliot";;"message"
"34899716400010";"SENNHEISER FRANCE";"https://fr-fr.sennheiser.com/business";"divers GUY Juin2020";;;;"tout est géré par les allemands - ps d'initiative sur la forme de vente"
"44144729900021";"SIAE MICROELETTRONICA FRANCE";"https://www.siaemic.com/";"divers GUY Juin2020";;;;
"51053920800023";"STELIAU TECHNOLOGY";"https://www.steliau-technology.com/catalogue/clients/produit?produit-details=11770&first=produits&name=undefined&lang=fr";"divers GUY Juin2020";"Pascal";"REYNOUD";;"vend du composants mais m'a donné des cibles potentiels"
"4,47539E+13";"TETRADIS";"https://www.tetradis.com/";"divers GUY Juin2020";"https://www.linkedin.com/in/mariodeserable/?originalSubdomain=fr";"https://www.linkedin.com/in/michel-lamant-10724229/?originalSubdomain=fr";;
"32655657800069";"THERMO ELECTRON SAS";"https://www.thermofisher.com/";"divers GUY Juin2020";"christophe fertat";"https://www.linkedin.com/in/giacalone-alain-05a14b69/?originalSubdomain=fr";"https://www.linkedin.com/in/emmanuel-tkatchenko-00085949/?originalSubdomain=fr";"message std anglais"
"32976759400057";"URMET FRANCE";"http://www.urmet.fr";"divers GUY Juin2020";"François";"Blondel";"Dr Cal";"a essayé avec leasecom mais ce n'a jamais fonctionné parce que ca passe par des revnedeurs qui sont des points de vente où l'installateur vient se fournir et pb avec client qui est le syndic qui a budget voté et impossib de mettre une mensualité de 3 ans ?"
"32036714700057";"UTC FIRE & SECURITY FRANCE SAS";"https://fr.firesecurityproducts.com/fr/bu/access-control";"divers GUY Juin2020";"Gavin ";"MARSHALL";"https://www.linkedin.com/in/gavin-marshall-b74a4629/?originalSubdomain=fr";"tel avec le cal du nord : vend à des Rvdr - ds domaine de intrusion - video surveillance - controle d'accès - il a 250 Rvr dans le nord - agence zone pilaterie - à marcq en baroeul"
"35009370400657";"VIDELIO IEC";"http://videlio-digitalmedia.com";"divers GUY Juin2020";"https://www.linkedin.com/in/virginie-vovard-3a283212/?originalSubdomain=fr";"https://www.linkedin.com/in/laurent-albressac-3a78bb54/?originalSubdomain=fr";;" Pascal Zératès : Pour me situer dans l’organisation de la société, VIDELIO est un groupe dans lequel vous avez trois métiers. Vous avez un métier de grossiste, notamment sur la vidéoprojection qui est représentée par la société Intelware, dirigée par Yvick De Fouchier, qui fait à peu près une trentaine  de millions d’euros de chiffre d’affaires.  Vous avez ensuite la partie évènementielle, VIDELIO - Events, qui fait à peu près aussi une trentaine de millions, représentée par Guillaume Durieux. Pour ma part, j’ai la charge de l’activité intégration qui représente environ 200 millions d’euros, 190 pour être précis. Cette partie regroupe les sociétés IEC, HMS, Preview/Media et Cap’ciné."
"82123687400029";"WESTCOAST FRANCE SAS";"https://www.westcoastfrance.fr/";"divers GUY Juin2020";"https://www.linkedin.com/in/ken-naret-991ab4104/?originalSubdomain=fr";"Darocha";;
"33326676500101";"ZEBRA TECHNOLOGIES FRANCE";"http://www.symbol.com";"divers GUY Juin2020";;;;
"30136736300050";"RAIN BIRD EUROPE";"https://www.rainbird.fr/professionnels/produits/materiel-de-terrain";"divers GUY Juin2020";;;;"arrosage golf & pelouse"
"31198093200108";"ITESA";"http://www.itesa.eu/fr/";"divers GUY Juin2020";;;;"videosurveillabce"
"32169277400094";"CHECKPOINT SYSTEMS FRANCE SAS";"https://checkpointsystems.com/fr/products/RF-RFID-Antennas";"divers GUY Juin2020";;;;"solution rfid"
"31368019100159";"ROLESCO";"http://clients.rolesco.fr/catalogue/climatisation-et-enr/climatiseurs-multi-splits/groupes-reversibles-inverter.html";"divers GUY Juin2020";;;;"froid energie -contact resp agence du nord - ils sont grossistes. a.vanhersecke@rolesco.fr"
"34487149600057";"POMPES GRUNDFOS DISTRIBUTION SA";"http://fr.grundfos.com";"divers GUY Juin2020";;;;
"40267356000023";"MANUTAN COLLECTIVITES";"https://www.manutan-collectivites.fr/informatique-et-numerique.html";"divers GUY Juin2020";;;;
"40352270900043";"C.D. SUD";"https://www.cd-sud.com/";"divers GUY Juin2020";;;;"climatisation"
"42130599600017";"AIRWELL FRANCE SAS";"http://www.airwell-res.fr";"divers GUY Juin2020";;;;"climatisation"
"44027396900038";"HIGH TECHNOLOGIES DETECTION SYSTEMS";"https://www.htds.fr/";"divers GUY Juin2020";;;;"détection"
"48368937800022";"RATIONAL FRANCE";"https://www.rational-online.com/fr_fr/home/";"divers GUY Juin2020";;;;"matereil de cuisine"
"70101279100060";"ALI COMENDA";"http://www.comenda.fr";"divers GUY Juin2020";;;;"laveuse professionnelle"
"94565014100027";"THE SURGICAL COMPANY SAS";"http://www.adhesia.com";"divers GUY Juin2020";;;;"santé "
"30214909100027";"JEAN LUTZ SA";"http://www.jeanlutzsa.fr";"divers GUY Juin2020";"Belmiro LOPEZ";;;"pas de pb de vente et de prix - pdt qui reste 10 ans - le finct le client s'en occupe - mail pour le passer aux Dr financier"
"31102091100013";"BRUKER FRANCE";"https://www.bruker.com/fr/products/infrared-near-infrared-and-raman-spectroscopy/ft-ir-microscopes-raman-microscopes.html";"divers GUY Juin2020";;;;
"31399722300018";"ENVEA";"http://www.environnement-sa.com";"divers GUY Juin2020";;;;"mail type"
"32008939400045";"WEISS TECHNIK FRANCE SARL";"http://www.weissfr.com/fr/produits/enceinte-etuve-atex.php";"divers GUY Juin2020";;;;
"32803104200042";"HORIBA ABX SAS";"https://www.horiba.com/en_en/products/detail/action/show/Product/it-480-series-141/";"divers GUY Juin2020";;;;
"32868528400049";"BIO LOGIC";"https://www.biologic.net/product_category/material-testers/";"divers GUY Juin2020";;;;
"34892173500026";"AIR LIQUIDE MEDICAL SYSTEMS";"https://www.device.airliquidehealthcare.com/fr/insuffisance-respiratoire-chronique/accompagnement-du-patient-domicile";"divers GUY Juin2020";;;;
"35087549800023";"INSTRUMENTATION SCIENTIFIQUE DE LABORATOIRE";"http://www.paclp.com/lab-instruments/brand/antek/product/50/multitek";"divers GUY Juin2020";;;;
"38033285800048";"JRI";"https://www.jri.fr/produits/systemes-de-surveillance-de-temperature-sans-fil/jri-mysirius";"divers GUY Juin2020";;;;
"38269739900071";"MICRO-CONTROLE-SPECTRA PHYSICS";"https://www.newport.com/";"divers GUY Juin2020";;;;"sté américaine - interlocut US - pas d'espoir pour vous"
"38932528300015";"SCAIME";"https://fr.scaime.com/electroniques-de-pesage";"divers GUY Juin2020";;;;
"39526221500043";"SMITHS HEIMANN";"https://www.smithsdetection.com/fr/produits-et-solutions/";"divers GUY Juin2020";;;;
"40226123400049";"VIAVI SOLUTIONS FRANCE SAS";"https://www.viavisolutions.com/en-us/product-category/emergency-alert-systems-eas";"divers GUY Juin2020";;;;
"40084168000020";"FUJI ELECTRIC FRANCE SA";"https://www.fujielectric.fr/";"divers GUY Juin2020";;;;"vte matériel et equipt"
"40315644100020";"CHOPIN TECHNOLOGIES";"https://chopin.fr/fr/liste-des-appareils.html";"divers GUY Juin2020";;;;
"44052392600036";"KEP TECHNOLOGIES HIGH TECH PRODUCTS";"https://www.setaram.fr/";"divers GUY Juin2020";;;;
"44471927200296";"FLOWBIRD";"https://www.parkeon.com/";"divers GUY Juin2020";"https://www.linkedin.com/in/jean-fran%C3%A7ois-esnault-a710b43/?originalSubdomain=fr";"https://www.linkedin.com/in/michelle-bouchardy-92913483/?originalSubdomain=fr";"https://www.linkedin.com/in/eric-desbrosses-59a1a9130/?originalSubdomain=fr";
"47848238300047";"OLDHAM SIMTRONICS";"https://www.teledynegasandflamedetection.com/en/gas-detector-controller-mx-32";"divers GUY Juin2020";;;;
"45297264900068";"LEOSPHERE";"https://www.leosphere.com/products/";"divers GUY Juin2020";;;;
"57207583600013";"CHAUVIN ARNOUX";"https://catalog.chauvin-arnoux.com/fr_fr/produits/chauvin-arnoux/mesures-physiques-et-d-environnement/cameras-thermiques";"divers GUY Juin2020";"https://www.linkedin.com/in/pascal-bonnouvrier-658281127/?originalSubdomain=fr";"https://www.linkedin.com/in/pascal-derive-021a9365/?originalSubdomain=fr";"https://www.linkedin.com/in/laurent-marchenay-87076b93/?originalSubdomain=fr";"vend à des Dr tq Rexel - il sait que des Dtbr font la location financière"
"68200870100034";"ELSTER";"https://www.elster-instromet.fr/";"divers GUY Juin2020";;;;
"72820204500064";"GILSON SAS";"https://fr.gilson.com/FRFR/shop-products/lab-systems/liquid-handling-systems.html?technique_en_ww_lk=192";"divers GUY Juin2020";;;;"fait location avec evosciences - sur des dossiers - fait vte internet mais peu - "
"79083340400011";"SEFRAM INSTRUMENTS";"https://www.sefram.com/produits.html";"divers GUY Juin2020";;;;
"87722009500062";"PROENGIN";"https://www.proengin.com/chemical-detection/";"divers GUY Juin2020";;;;
"83715036600222";"HORIBA FRANCE SAS";"https://www.horiba.com/en_en/products/all-products-a-z/";"divers GUY Juin2020";;;;
"784702524 00140";"AGEA";"http://www.agea.fr/";"divers GUY Juin2020";;;;
